name f1,E f1,R f1,R _REMOVE_ f1,name f2,E f2,R f2,R _REMOVE_ f2,tau,result
David Branch,0.33077699718323283,1538.218731516174,1569.0096687825678,Thiago Santos,0.6692230028167672,1599.4258435113552,1578.6804875527491,885,0
Edson Barboza,0.4744866281616294,1620.684289549049,1612.1849792788773,Kevin Lee,0.5255133718383707,1629.556248243478,1645.6638860918436,885,6
Frankie Edgar,0.6020033693177651,1652.1854948837652,1656.9957388859189,Cub Swanson,0.3979966306822349,1616.2415895923125,1605.0950411927972,885,2
Jim Miller,0.6262796300626149,1592.5026755631618,1585.936047591528,Dan Hooker,0.3737203699373851,1547.6583723040808,1574.7642152625856,885,6
Justin Willis,0.6878459294744339,1545.7032939893054,1560.9077510849781,Chase Sherman,0.3121540705255661,1477.0788601881882,1462.4183342489616,885,2
Merab Dvalishvili,0.4268271520314928,1474.3932859270967,1453.4638510390703,Ricky Simon,0.5731728479685072,,1521.0342774906162,885,5
Ryan LaFlare,0.5981078380480079,1587.5412685891777,1604.9354569121087,Alex Garcia,0.40189216195199207,1553.0072770937197,1535.6130887707886,885,2
Siyar Bahadurzada,0.5802464830452958,1540.0037731755315,1559.7177795091186,Luan Chagas,0.4197535169547042,1511.880138534854,1491.6162395618303,885,0
Alberto Mina,0.5993032452946047,1571.6676568477992,1542.7358672943465,Ramazan Emeev,0.40069675470539534,1536.7014959645214,1566.0882821398557,888,4
Aleksei Oleinik,0.5815871635344323,1540.701987676625,1559.9531540962478,Junior Albini,0.4184128364655677,1512.1000251383682,1491.7198967946679,888,1
Amanda Nunes,0.639401121200327,1636.6608932670035,1651.6017306072686,Raquel Pennington,0.360598878799673,1586.9110889809228,1571.3041043201258,888,0
Cezar Ferreira,0.6255401925404948,1566.1429332955418,1578.8549100075004,Karl Roberson,0.37445980745950525,1521.572931338072,1503.211324956882,888,1
Davi Ramos,0.36024520410299316,1513.628908281893,1544.7902009396812,Nick Hein,0.6397547958970069,1563.5119767666827,1533.4654623508966,888,1
Elizeu Zaleski dos Santos,0.44802636990965927,1570.9802656750287,1596.9040785796108,Sean Strickland,0.5519736300903407,1589.1032164495439,1565.2133918148695,888,0
Jacare Souza,0.5345351239118987,1644.2769603798363,1623.3005496241235,Kelvin Gastelum,0.4654648760881013,1632.259093799881,1648.829237640209,888,4
John Lineker,0.6847861069520154,1628.2495630342137,1637.0776450936928,Brian Kelleher,0.31521389304798464,1560.8596450419682,1545.821725455603,888,0
Mackenzie Dern,0.5596604096416522,1517.8802072706546,1539.4722234794672,Amanda Cooper,0.4403395903583478,1497.0528368804655,1476.0455415278657,888,1
Markus Perez,0.5128521125697515,1479.8259892596263,1503.7132465305947,James Bochnovic,0.4871478874302485,1475.3597241992418,1451.4724669282734,888,1
Thales Leites,0.6585309117269822,1583.7117060841663,1573.057590893072,Jack Hermansson,0.3414690882730178,1526.666751931907,1557.5950992602025,888,6
Vitor Belfort,0.44964763463736446,1598.5154167684968,1591.2407427789854,Lyoto Machida,0.5503523653626355,1616.0691216114187,1621.5036270088372,888,6
Warlley Alves,0.6441351737051392,1562.4461257996227,1578.3873259292186,Sultan Aliev,0.3558648262948608,1510.9077356993973,1493.5742071820553,888,0
Alexa Grasso,0.4215861947271824,1525.2934280471854,1504.9410552538561,Tatiana Suarez,0.5784138052728176,1552.7638818274042,1573.2985786809968,889,5
Brandon Moreno,0.5951036296844068,1554.101593804954,1525.710965326577,Alexandre Pantoja,0.4048963703155932,1520.6518506890104,1549.380900817984,889,4
Claudio Puelles,0.41836265970314107,1475.3597241992418,1503.8802641514185,Felipe Silva,0.5816373402968589,1503.9795971025692,1475.6491000153605,889,1
Demian Maia,0.43462306665706024,1627.4626631890235,1622.8330148316134,Kamaru Usman,0.5653769333429397,1650.307725997068,1669.7769535648924,889,4
Diego Rivas,0.6041775647090808,1521.1000882325825,1491.9329874495925,Guido Cannetti,0.3958224352909192,1484.3672506615503,1513.5343514445403,889,4
Enrique Barzola,0.6612340582854168,1559.7736073048052,1575.6839776788684,Brandon Davis,0.3387659417145832,1501.6825126507922,1485.1818397055304,889,2
Gabriel Benitez,0.5392402318618535,1541.773568786603,1562.9731167039722,Humberto Bandenay,0.46075976813814645,1528.1120216465456,1505.518703671409,889,0
Henry Briones,0.3492544707544456,1463.0364078318653,1446.3745132827428,Frankie Saenz,0.6507455292455544,1517.0902516196927,1532.7353365032423,889,4
Jared Cannonier,0.4086942542458657,1512.1201362760999,1493.3161216342637,Dominick Reyes,0.5913057457541343,1544.2028496748983,1564.1096035527733,889,6
Poliana Botelho,0.5027818542945768,1521.653307159661,1546.0343587309046,Syuri Kondo,0.4972181457054232,1520.6867820110224,1496.3057304397787,889,0
Veronica Hardy,0.431878548811633,1476.1840891347913,1455.00695941409,Andrea Lee,0.568121451188367,,1521.2832131102996,889,4
Vicente Luque,0.4842239290165493,1565.3398363377792,1588.4443663786078,Chad Laprise,0.5157760709834507,1570.822824787618,1548.4996571309687,889,0
Zak Cummings,0.4095768684430432,1576.209019068117,1558.4822309968788,Michel Prazeres,0.5904231315569568,1607.9746076229128,1624.0473636386912,889,4
Arnold Allen,0.6621896377486943,1567.853916691792,1584.1619517080649,Mads Burnell,0.3378103622513057,1509.3920340698787,1492.9379056624678,890,1
Brad Scott,0.4588407084648157,1485.667364421812,1465.113291580731,Carlo Pedersoli Jr.,0.5411592915351843,,1522.6119232103767,890,4
Claudio Silva,0.3956040672281296,1545.7342800164274,1575.1733067545922,Nordine Taleb,0.6043959327718704,1582.5464370517323,1556.387736605359,890,1
Daniel Kelly,0.5489174692089247,1560.146061240197,1537.4025445438053,Tom Breese,0.4510825307910753,1543.0958524437324,1569.2830762418228,890,6
Elias Theodorou,0.6341150927019437,1585.5417487615623,1601.377516623143,Trevor Smith,0.36588490729805634,1537.7770298070814,1522.617174337217,890,2
Eric Spicely,0.6433753234900765,1489.915943123848,1459.6993881937656,Darren Stewart,0.35662467650992347,1438.665341343781,1469.3588691097752,890,6
Gillian Robertson,0.570448599558301,1524.6402758007582,1545.7032939893054,Molly McCann,0.42955140044169904,,1478.8314700450292,890,1
Jason Knight,0.4943553598103267,1534.9525751309593,1512.8076000067667,Makwan Amirkhani,0.5056446401896733,1536.913807321431,1560.4980347678547,890,4
Lina Lansberg,0.42461776368253734,1481.0775701776085,1508.8545560435014,Gina Mazany,0.5753822363174627,1507.469228406536,1479.4434060587073,890,2
Neil Magny,0.8141422308991939,1628.303912600396,1631.633116737992,Craig White,0.1858577691008061,,1490.840826619285,890,0
Stephen Thompson,0.6291921517216796,1648.4678896819134,1627.1083850816817,Darren Till,0.37080784827832036,1602.5410138392454,1632.091446564799,890,4
Belal Muhammad,0.6964450438909869,1572.1299048437627,1586.0964624353503,Chance Rencountre,0.30355495610901306,,1485.0406443215738,891,2
Desmond Green,0.30797063759942533,1503.6828172401745,1537.0910259141344,Gleison Tibau,0.6920293624005747,1574.0058591495351,1566.6342931957072,891,2
Gian Villante,0.3309690062293553,1516.338675051968,1505.1031025933066,Sam Alvey,0.6690309937706447,1577.470457367347,1586.7397872115498,891,4
Gregor Gillespie,0.5224589481852431,1584.825970552314,1607.6080372529254,Vinc Pichel,0.4775410518147569,1577.0176785289668,1554.589641741273,891,1
Jake Ellenberger,0.5393427735613517,1546.0746270206728,1537.3488103054976,Ben Saunders,0.46065722643864826,1532.377231873285,1547.482410826999,891,6
Jarred Brooks,0.4938511085275582,1497.8635485842053,1473.8089591994972,Jose Torres,0.5061488914724418,,1524.3372550372583,891,6
Jimmie Rivera,0.6675987068021362,1621.4752999041496,1590.1210774793446,Marlon Moraes,0.3324012931978638,1560.904743501086,1593.1335449350943,891,6
Johnny Eduardo,0.5162517611586946,1505.6484298637617,1481.8956964332062,Nathaniel Wood,0.48374823884130536,,1525.4411715551548,891,5
Julio Arce,0.6381545520861762,1524.6402758007582,1542.3833380815813,Daniel Teymur,0.3618454479138238,1475.3597241992418,1457.6166619184187,891,1
Nik Lentz,0.4676932020590688,1578.0871031952324,1570.5204769972888,David Teymur,0.5323067979409313,1589.3272941944306,1611.6395492021225,891,4
Sijara Eubanks,0.5351121983320045,,1522.9099272990152,Lauren Murphy,0.4648878016679955,1487.7806599106805,1465.9468915292252,891,2
Walt Harris,0.49468798977456574,1494.2411462686161,1515.1779405703387,Daniel Spitz,0.5053120102254343,1496.0867970931017,1471.4739680293476,891,0
Alistair Overeem,0.6111307484503531,1623.6977719771141,1604.753227542016,Curtis Blaydes,0.3888692515496469,1584.431665745447,1612.5497795250046,892,6
Andrei Arlovski,0.6538328299720331,1596.8047127814575,1589.2420710667727,Tai Tuivasa,0.34616717002796693,1541.5685436334586,1573.4155517288982,892,4
CM Punk,0.5099911576707608,1478.8314700450292,1478.8314700450292,Mike Jackson,0.49000884232923925,1475.3597241992418,1475.3597241992418,892,-1
Claudia Gadelha,0.43947004270081413,1537.585069279248,1562.694379241049,Carla Esparza,0.5605299572991859,1558.7189797441697,1532.9290073754837,892,2
Clay Guida,0.5175954798555104,1571.936788549339,1566.1539586251286,Charles Oliveira,0.48240452014448965,1565.8209672504513,1574.1949429690833,892,5
Holly Holm,0.5431682954267084,1515.0356351239866,1534.8076472544014,Megan Anderson,0.4568317045732916,,1477.4870816095672,892,2
Joseph Benavidez,0.694064783448097,1647.0777246344987,1627.6393020331773,Sergio Pettis,0.30593521655190303,1575.9236172248084,1603.1603456218777,892,4
Mike Santiago,0.4343081551500831,1452.4033374873611,1431.2489770775728,Dan Ige,0.5656918448499169,1475.3597241992418,1496.655989470299,892,6
Rafael Dos Anjos,0.5071651398429986,1653.2175608963555,1647.3513699267546,Colby Covington,0.4928348601570014,1650.7279659118026,1671.7415416729646,892,4
Rashad Coulter,0.4913944784467205,1448.0316373065698,1424.0967059055013,Chris de la Rocha,0.5086055215532794,1451.0217969978594,1474.956728398928,892,6
Rashad Evans,0.7233977368568568,1622.1573030081106,1612.9227425672925,Anthony Smith,0.2766022631431432,1538.6530196916724,1571.0580994985116,892,6
Ricardo Lamas,0.5796613211688498,1603.9858191496166,1586.0168007619204,Mirsad Bektic,0.42033867883115017,1576.0708256540424,1602.7410317000706,892,4
Robert Whittaker,0.4884553135565659,1682.5444944392764,1699.9101609585018,Yoel Romero,0.5115446864434341,1686.5562423480042,1666.482030228487,892,2
Donald Cerrone,0.6149522517012735,1653.1286708618477,1646.578137996962,Leon Edwards,0.38504774829872646,1612.4633092598892,1637.9428714684082,894,4
Felipe Arantes,0.43810068842262145,1503.0233629227628,1486.9330151192385,Song Yadong,0.5618993115773785,1524.6402758007582,1546.1225076341825,894,6
Jenel Lausa,0.4156444138309735,1464.5403027951738,1444.4747736920992,Yuta Sasaki,0.5843555861690265,1494.1313531941564,1512.7504194632631,894,5
Jessica-Rose Clark,0.7244191334203957,1547.5873291348041,1512.3021905657947,Jessica Eye,0.27558086657960434,1463.6391589449186,1494.9925517810648,894,4
Ji Yeon Kim,0.5070995535874391,1502.4668033477417,1526.475087709691,Melinda Fabian,0.4929004464125609,1500.0,1475.830666464467,894,2
Li Jingliang,0.6372644245793013,1544.2734740367,1559.3028419812933,Daichi Abe,0.3627355754206987,1495.3275693726052,1477.6593791604053,894,2
Matt Schnell,0.40212025234258647,1490.1886965740434,1519.051765768659,Naoki Inoue,0.5978797476574136,1524.6402758007582,1495.3232907169645,894,2
Ovince Saint Preux,0.5884526516408077,1572.2864330669356,1581.505513759152,Tyson Pedro,0.41154734835919227,1541.2280897981532,1521.5943868837157,894,1
Rolando Dy,0.5104296981767626,1484.839457090948,1460.1981011072621,Shane Young,0.48957030182323735,1481.2152830936247,1506.2441620720579,894,6
Shinsho Anzai,0.4046463766745117,1529.991077532178,1510.4564864792642,Jake Matthews,0.5953536233254884,1563.5309465615992,1580.2968214704342,894,5
Song Kenan,0.553898325646805,1518.799239811673,1540.6737993432696,Hector Aldana,0.44610167435319503,,1478.0158634175145,894,0
Teruto Ishihara,0.48643594231035625,1495.286207099683,1473.4959875173383,Petr Yan,0.5135640576896437,,1523.9718315558578,894,6
Viviane Pereira,0.5219849508058627,1522.4420078079152,1497.242813801614,Yan Xiaonan,0.4780150491941373,1514.798725290768,1540.3942151475494,894,4
Alessio Di Chirico,0.4475081189681234,1500.349649766853,1526.707398147608,Julian Marquez,0.5524918810318766,1518.6546460481518,1491.5632513344278,896,2
Alex Caceres,0.5317594245491013,1507.7176050359467,1516.1050319846472,Martin Bravo,0.4682405754508987,1496.668374846012,1473.8612279524614,896,2
Brad Tavares,0.6760651215630681,1610.776734605272,1595.6321857854766,Israel Adesanya,0.3239348784369319,1546.8705706851683,1579.80047327263,896,4
Curtis Millender,0.5369608416268535,1537.8355073180069,1560.5405950090126,Max Griffin,0.46303915837314646,1524.970528225561,1502.8803038334097,896,2
Dan Hooker,0.5118088664587599,1574.7642152625856,1594.9916334439142,Gilbert Burns,0.4881911335412401,1570.6606317273202,1549.5313604492806,896,0
Francis Ngannou,0.5244001841076312,1619.2173047424783,1595.7264518534935,Derrick Lewis,0.47559981589236877,1610.7330732099622,1626.9890423537038,896,4
Gerald Meerschaert,0.5091977973814292,1545.3459786511137,1568.7606955102638,Oskar Piechota,0.49080220261857077,1542.1499759929711,1518.2438932703863,896,1
Gokhan Saki,0.5313299160279844,1519.9176990043818,1493.8639795335368,Khalil Rountree Jr.,0.4686700839720156,1509.0182917031127,1533.972558687683,896,6
Jamie Moyle,0.5573604715892434,1495.3769182953217,1468.2289033332404,Emily Whitmire,0.4426395284107566,1475.3597241992418,1502.6898498572882,896,4
Jay Cucciniello,,,1475.3597241992418,Brad Katona,,,1524.6402758007582,896,4
John Gunther,,,1524.6402758007582,Allan Zuniga,,,1475.3597241992418,896,2
Lando Vannata,0.4280210829185771,1506.4234861079626,1486.0038701958597,Drakkar Klose,0.5719789170814229,1531.6064580475665,1552.2694796358342,896,4
Luis Pena,,,1524.6402758007582,Richie Smullen,,,1475.3597241992418,896,1
Matt Bessette,0.5273623940593035,1481.1385713265047,1455.2793989745933,Steven Peterson,0.4726376059406965,1471.622394636995,1497.4815669889065,896,4
Michael Chiesa,0.5475239101897192,1595.1102210219979,1573.624099858131,Anthony Pettis,0.45247608981028076,1578.5487300828784,1595.5215154846433,896,5
Michael Trizano,,,1524.6402758007582,Joe Giannetti,,,1475.3597241992418,896,2
Montana De La Rosa,0.5,1524.6402758007582,1549.1577353724049,Rachael Ostovich,0.5,1524.6402758007582,1500.1228162291115,896,1
Paul Felder,0.6990677222652408,1599.8615913076915,1572.4285358688253,Mike Perry,0.30093227773475917,1526.651495742948,1557.9666964633964,896,4
Raphael Assuncao,0.6888021114283851,1637.7106881119155,1648.2750804272666,Rob Font,0.3111978885716149,1568.6991225100305,1554.7588073817312,896,2
Roxanne Modafferi,0.4561889660825224,1454.2967060106946,1480.7847525046282,Barb Honchak,0.5438110339174775,1469.5573537014018,1442.8916236240275,896,0
Stipe Miocic,0.49587719937232233,1698.7094829824646,1684.8216287221285,Daniel Cormier,0.5041228006276777,1700.1419230969625,1718.354258335389,896,6
Tyler Diamond,,,1475.3597241992418,Bryce Mitchell,,,1524.6402758007582,896,4
Uriah Hall,0.4216766074255617,1545.347823835619,1531.0329545044128,Paulo Costa,0.5783233925744383,1572.78607389259,1593.1428114231085,896,6
Cat Zingano,0.32568465243357786,1496.9511493916743,1528.6208233689242,Marion Reneau,0.6743153475664221,1560.164299607171,1530.9794354693772,897,2
Darren Elkins,0.6042668812608056,1622.4416197270637,1611.6176019255017,Alexander Volkanovski,0.39573311873919437,1585.6763408629154,1614.5041208863054,897,4
Dennis Bermudez,0.6024365843232776,1551.36117467178,1536.239036390392,Ricky Glenn,0.3975634156767224,1515.2601898099294,1544.0006517969869,897,4
Eddie Wineland,0.33842514881540997,1528.689708340911,1516.260195003451,Alejandro Perez,0.66157485118459,1586.9129801852605,1601.5602695056589,897,4
Jessica Aguilar,0.4206671456108603,1451.9468818441862,1480.1651316137402,Jodie Esquibel,0.5793328543891396,1479.7447945854806,1451.3372549134558,897,2
Junior Dos Santos,0.8262127837167728,1635.4148167249361,1639.3078277638322,Blagoy Ivanov,0.17378721628322724,,1491.4356701202705,897,2
Justin Scoggins,0.466747951684901,1488.4299776810717,1468.2287830832051,Said Nurmagomedov,0.533252048315099,,1523.0015965179098,897,4
Kurt Holobaugh,0.4476488086731477,1481.7444275998362,1459.7940044619568,Raoni Barcelos,0.5523511913268523,,1522.0603802151743,897,6
Liz Carmouche,0.4776728946907739,1492.2376069474706,1515.635594901323,Jennifer Maia,0.5223271053092261,,1474.259432133938,897,2
Mark De La Rosa,0.4210108330749319,1472.3245665688803,1500.7152535538937,Elias Garcia,0.5789891669250681,,1471.4670944826303,897,1
Myles Jury,0.5220032473357012,1607.319337216465,1586.8347066616086,Chad Mendes,0.47799675266429875,1599.6696855096225,1617.39039409172,897,6
Randy Brown,0.48844474322478226,1545.566023022262,1523.0926899428073,Niko Price,0.5115552567752177,1549.5814454011268,1572.521581391887,897,6
Sage Northcutt,0.5240699420325712,1546.1251301482287,1567.4447316967746,Zak Ottow,0.4759300579674288,1537.7559066631616,1515.4035312853828,897,0
Damian Stasiak,0.4437639055907069,1480.3785616262808,1459.5368912362346,Pingyuan Liu,0.5562360944092931,,1521.8689300483531,898,4
Danny Roberts,0.6028693658678974,1536.2579653959465,1554.5299381025882,David Zawada,0.3971306341321026,,1480.42918329211,898,2
Davey Grant,0.38285254539487,1478.6895982263516,1460.2071198477752,Manny Bermudez,0.61714745460513,1520.1610788781607,1538.9342224854022,898,5
Emil Meek,0.41975413212706525,1520.1821721061729,1499.736711690065,Bartosz Fabinski,0.5802458678729348,1548.305587363243,1568.7510477793508,898,4
Glover Teixeira,0.7087055127193277,1629.1783492693246,1609.3298890323924,Corey Anderson,0.2912944872806723,1551.9516402209858,1577.9806296548682,898,4
Jeremy Kimball,0.44822162118904635,1481.9456246476884,1460.3074077360243,Darko Stosic,0.5517783788109536,,1522.088608731922,898,6
Justin Ledet,0.595394391081026,1563.793931701655,1535.0508448598766,Aleksandar Rakic,0.404605608918974,1530.2393636833651,1559.4344795083935,898,4
Khalid Taha,,,1475.3597241992418,Nad Narimani,,,1524.6402758007582,898,4
Marcin Tybura,0.41393517697390203,1531.557975235346,1558.5228062765432,Stefan Struve,0.586064823026098,1561.760639172284,1553.1055653660596,898,2
Mauricio Rua,0.5133228388233363,1575.68802375006,1565.4269076992925,Anthony Smith,0.4866771611766637,1571.0580994985116,1593.275089463151,898,6
Nasrat Haqparast,0.3912705901149287,1468.350657711827,1498.199655105686,Marc Diakiese,0.6087294098850713,1506.7400735567096,1478.1506872688276,898,2
Nick Hein,0.6174351402676358,1533.4654623508966,1505.05728362717,Damir Hadzovic,0.3825648597323642,1491.8882088874955,1521.695328540833,898,4
Vitor Miranda,0.49450934065521,1498.092272869307,1475.3399077807308,Abu Azaitar,0.50549065934479,,1524.369693079591,898,4
Alexander Hernandez,0.33172282855423707,1538.782805908043,1571.5517229751947,Olivier Aubin-Mercier,0.6682771714457629,1599.6190590778817,1571.9300641757916,899,2
Alexis Davis,0.5803259096554778,1567.1069379983173,1541.9900058536455,Katlyn Cerminara,0.4196740903445222,1538.9549773842134,1566.6406046860368,899,4
Devin Powell,0.45048773070882264,1453.065682010106,1479.8314253108945,Alvaro Herrera Mendoza,0.5495122692911774,1470.3245672910418,1443.7964724459066,899,0
Dustin Ortiz,0.4450782728272684,1551.3221279107752,1570.1603367979667,Matheus Nicolau,0.5549217271727316,1570.4811949661328,1543.6919547021196,899,0
Eddie Alvarez,0.39597516912593966,1595.5084218096504,1577.7704523589775,Dustin Poirier,0.6040248308740603,1632.1857896977838,1638.0335972773637,899,6
Gadzhimurad Antigulov,0.619065492263829,1551.128897010178,1520.9753427070439,Ion Cutelaba,0.380934507736171,1508.9516409118858,1538.485418758219,899,6
Hakeem Dawodu,0.5099911576707608,1478.8314700450292,1502.8590140081421,Austin Arnett,0.49000884232923925,1475.3597241992418,1451.3321802361288,899,2
Joanna Jedrzejczyk,0.583421059061597,1597.3933367552518,1613.7408705026207,Tecia Pennington,0.416578940938403,1568.1363788068409,1550.106535888642,899,2
John Makdessi,0.49376088778578897,1532.7627551136338,1546.940811737758,Ross Pearson,0.506239112214211,1534.9305572369187,1529.075077285262,899,2
Jordan Mein,0.4741422133737003,1522.0911043979227,1544.8506161217422,Alex Morono,0.5258577866262997,1531.0830416736394,1506.3857769280633,899,2
Jose Aldo,0.7076807473204139,1632.911753283996,1643.6479118191853,Jeremy Stephens,0.29231925267958614,1556.115761100028,1553.050753571201,899,0
Kajan Johnson,0.43954233572401963,1572.1006259045243,1551.4572243835357,Islam Makhachev,0.5604576642759804,1593.2090460734835,1613.852447594472,899,5
Randa Markos,0.5212957357371287,1509.3445928007352,1486.7825299943556,Nina Nunes,0.47870426426287127,1501.9412175614063,1526.8106904102337,899,4
Alex Perez,0.5465087208454986,1540.5428863867576,1562.631621880603,Jose Torres,0.4534912791545014,1524.3372550372583,1502.1003468317288,900,0
Cub Swanson,0.5799495573331986,1605.0950411927972,1590.5373638696747,Renato Moicano,0.42005044266680136,1577.077286281484,1604.315007431207,900,5
Danielle Taylor,0.49366537302892793,1497.7990074037602,1474.2476971794615,Zhang Weili,0.506334626971072,,1524.3281018894338,900,4
Demetrious Johnson,0.7218307342965862,1695.056525550905,1680.627420953482,Henry Cejudo,0.2781692657034138,1612.2312804440207,1643.4726454625659,900,4
Marlon Vera,0.6107394549318664,1508.1343897673094,1524.9818724221482,Wulijiburen,0.38926054506813357,1469.0112716241608,1449.9239122710705,900,0
Matt Sayles,0.5606281375145364,,1472.3719361399528,Sheymon Moraes,0.43937186248546356,1478.8314700450292,1506.3218254375095,900,4
Pedro Munhoz,0.5476545960646099,1562.5290398708685,1581.2712476234603,Brett Johns,0.45234540393539013,1545.9217289269734,1524.3416718302933,900,2
Polyana Viana,0.4826294786805187,1524.6402758007582,1500.9745783374892,JJ Aldrich,0.5173705213194812,1530.6778428222945,1553.9771234771379,900,4
Ricardo Ramos,0.4966716976245692,1549.6043178237292,1574.1205240856568,Kyung Ho Kang,0.5033283023754308,1550.7607055885314,1527.121553228615,900,2
Ricky Simon,0.5602473736690576,1521.0342774906162,1542.5975119658049,Montel Jackson,0.43975262633094236,,1478.3287480061956,900,2
TJ Dillashaw,0.616735193001502,1660.3977444246268,1671.1317039401044,Cody Garbrandt,0.38326480699849796,1619.0777865992306,1601.90918622193,900,0
Thiago Santos,0.7121486750265774,1578.6804875527491,1586.742236015747,Kevin Holland,0.2878513249734226,,1485.8145279260823,900,2
Andrew Sanchez,0.46321091190093944,1490.9082670673574,1516.5168817880392,Markus Perez,0.5367890880990606,1503.7132465305947,1477.5672262474504,903,2
Cortney Casey,0.4398633143096066,1470.3837250110141,1494.6268526952135,Angela Hill,0.5601366856903933,1491.3789800326076,1466.287286932485,903,2
Cory Sandhagen,0.429783680350671,1524.6402758007582,1552.6007869289492,Iuri Alcantara,0.5702163196493291,1549.1982202343017,1537.799826499522,903,0
Drew Dober,0.5948528830183983,1532.8196196489266,1548.7185418378072,Jon Tuck,0.40514711698160166,1499.4602560573464,1481.9251908870226,903,2
Eryk Anders,0.6594020990213287,1535.6377258016105,1552.0803312285486,Tim Williams,0.34059790097867126,1478.2560541857397,1461.5548636508752,903,0
Jake Ellenberger,0.48181154316204533,1537.3488103054976,1530.233361121521,Bryan Barberena,0.5181884568379547,1543.6709170802994,1565.2539836459498,903,6
James Krause,0.47119593630197754,1568.368676415694,1590.278826349833,Warlley Alves,0.5288040636980225,1578.3873259292186,1555.500297167027,903,0
Joanne Wood,0.6587853826371303,1502.5621722239214,1518.2614500929956,Kalindra Faria,0.34121461736286973,1445.4189069037345,1428.7989634207765,903,1
John Moraga,0.4709617194287122,1563.3746387665406,1548.7752175402786,Deiveson Figueiredo,0.5290382805712879,1573.474936732311,1596.2109480274705,903,6
Justin Gaethje,0.15494244676813956,1506.2415758987236,1547.0373291048343,James Vick,0.8450575532318605,1653.5847515094613,1620.4227130280933,903,0
Michael Johnson,0.5095954801740662,1557.895431526974,1566.6798733310438,Andre Fili,0.4904045198259338,1554.5612108907908,1535.3165884438245,903,2
Mickey Gall,0.6166521857048648,1537.1396930136361,1555.4280798269087,George Sullivan,0.3833478142951352,1495.8502362603224,1478.2124108247217,903,1
Rani Yahya,0.7041486705108045,1578.783296933632,1587.0690986439615,Luke Sanders,0.29585132948919546,1503.4651292536141,1489.3509401252165,903,1
Abdul Razak Alhassan,0.4017786972296401,1537.9465877820878,1566.4859511931475,Niko Price,0.5982213027703599,1572.521581391887,1544.9974309554952,905,0
Aljamain Sterling,0.5136635068404086,1584.744593112909,1603.8295766615108,Cody Stamann,0.4863364931595914,1579.9962224046303,1556.517982994562,905,1
Carla Esparza,0.38585441702849443,1532.9290073754837,1515.644403705091,Tatiana Suarez,0.6141455829715056,1573.2985786809968,1591.925974543422,905,6
Charles Byrd,0.6539506997592025,1524.6402758007582,1492.5738561143658,Darren Stewart,0.3460493002407975,1469.3588691097752,1500.0721037014414,905,6
Diego Sanchez,0.7315373686679879,1577.911361263287,1580.771052051749,Craig White,0.2684626313320121,1490.840826619285,1477.676783198924,905,2
Geoff Neal,0.6009889435204476,1519.3817814094575,1538.9472563012123,Frank Camacho,0.3990110564795524,1483.8054709550356,1464.542928984497,905,0
Irene Aldana,0.3600200984125465,1478.4189885300011,1509.3144725383777,Lucie Pudilova,0.6399799015874534,1528.3869063303769,1497.4914223220003,905,2
Jessica Andrade,0.5479943435839355,1594.7371995809265,1608.7489986347348,Karolina Kowalkiewicz,0.4520056564160645,1578.0107583645058,1557.762866198092,905,0
Jim Miller,0.7731903063555571,1585.936047591528,1588.2859166682194,Alex White,0.22680969364444292,1479.4110898765155,1469.250999722726,905,1
Jimmie Rivera,0.511258406426007,1590.1210774793446,1612.6080686375587,John Dodson,0.48874159357399305,1586.2088451850525,1571.0582626620471,905,2
Robert Sanchez,0.5736254503392756,1499.5763867885885,1471.6361342908872,Jarred Brooks,0.4263745496607244,1473.8089591994972,1501.5011349753222,905,4
Tyron Woodley,0.6381917900238112,1681.3860056659262,1694.6743206367337,Darren Till,0.3618082099761888,1632.091446564799,1615.4446579024952,905,1
Zabit Magomedsharipov,0.7158992638759122,1565.4577510742888,1579.1729157660511,Brandon Davis,0.2841007361240878,1485.1818397055304,1471.466675013768,905,1
Adam Yandiev,0.3058367228991906,,1484.9281975955278,Jordan Johnson,0.6941632771008094,1571.1944006480855,1585.9588855296706,906,5
Aleksei Kunchenko,0.252966133306785,,1536.8142410156552,Thiago Alves,0.747033866693215,1594.055581704117,1585.026823921653,906,2
Andrei Arlovski,0.66116289256989,1589.2420710667727,1581.855235770224,Shamil Abdurakhimov,0.33883710743011,1531.178569985093,1562.2305300644703,906,4
Jan Blachowicz,0.46657295802022,1557.2765360434246,1579.3782316827674,Nikita Krylov,0.53342704197978,1568.9076289151897,1546.8059332758469,906,1
Khalid Murtazaliev,0.3625243065381225,,1531.4151538063604,CB Dollaway,0.6374756934618775,1549.0252999165446,1538.7118289029297,906,0
Magomed Ankalaev,0.464696005273635,1472.2207685287526,1498.4693566272417,Marcin Prachnio,0.5353039947263649,1484.507077573047,1458.2584894745578,906,0
Mairbek Taisumov,0.6688467773773122,1598.1505565452123,1612.9847840533137,Desmond Green,0.33115322262268776,1537.0910259141344,1521.292688206324,906,2
Mark Hunt,0.5516394619268342,1577.9587429959624,1565.6014559601201,Aleksei Oleinik,0.4483605380731658,1559.9531540962478,1584.6642084410005,906,5
Merab Dvalishvili,0.5491615601406945,1453.4638510390703,1475.4233715552684,Terrion Ware,0.4508384398593055,1436.3280126515301,1414.5634669611352,906,2
