age f1,height f1,reach f1,tau,name f1,normal bout,3 rounds,female,male,Catch weight,Strawweight,Flyweight,Bantamweight,Featherweight,Lightweight,Welterweight,Middleweight,Light Heavyweight,Heavyweight,title bout,5 rounds,has title bout f1,has not title bout f1,tot title bout f1,has 5 rounds f1,has not 5 rounds f1,tot 5 rounds f1,has round 1 fought f1,has not round 1 fought f1,tot round 1 fought f1,has round 2 fought f1,has not round 2 fought f1,tot round 2 fought f1,has round 3 fought f1,has not round 3 fought f1,tot round 3 fought f1,has round 4 fought f1,has not round 4 fought f1,tot round 4 fought f1,has round 5 fought f1,has not round 5 fought f1,tot round 5 fought f1,tot r1 time f1,tot r2 time f1,tot r3 time f1,tot r4 time f1,tot r5 time f1,weeks active f1,last fight wa f1,age f2,height f2,reach f2,name f2,has title bout f2,has not title bout f2,tot title bout f2,has 5 rounds f2,has not 5 rounds f2,tot 5 rounds f2,has round 1 fought f2,has not round 1 fought f2,tot round 1 fought f2,has round 2 fought f2,has not round 2 fought f2,tot round 2 fought f2,has round 3 fought f2,has not round 3 fought f2,tot round 3 fought f2,has round 4 fought f2,has not round 4 fought f2,tot round 4 fought f2,has round 5 fought f2,has not round 5 fought f2,tot round 5 fought f2,tot r1 time f2,tot r2 time f2,tot r3 time f2,tot r4 time f2,tot r5 time f2,weeks active f2,last fight wa f2
1233.0,190.5,78.0,8,Josh Barnett,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1443.0,208.28,,Semmy Schilt,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,300.0,88.0,0.0,0.0,0.0,8,8.0
1737.0,177.8,,8,Pat Miletich,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,300.0,300.0,170.0,0.0,0.0,8,8.0,1521.0,177.8,,Shonie Carter,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,300.0,300.0,291.0,0.0,0.0,8,8.0
1245.0,193.04,,8,Ricco Rodriguez,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1168.0,190.5,77.0,Andrei Arlovski,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1379.0,190.5,74.0,8,Tito Ortiz,0,0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1584.0,190.5,77.0,Elvis Sinosic,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1405.0,182.88,70.0,8,Tony DeSouza,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,300.0,300.0,300.0,0.0,0.0,8,8.0,,170.18,,Paul Rodriguez,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1590.0,182.88,74.0,8,Vladimir Matyushenko,1,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1354.0,180.34,,Yuki Kondo,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1658.0,187.96,76.0,21,Chuck Liddell,1,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,78.0,0.0,0.0,0.0,0.0,21,21.0,1834.0,187.96,,Murilo Bustamante,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1417.0,177.8,,21,Dave Menne,0,0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1875.0,175.26,,Gil Castillo,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1304.0,175.26,,21,Din Thomas,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,162.0,0.0,0.0,0.0,0.0,13,13.0,1626.0,172.72,,Fabiano Iha,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,108.0,0.0,0.0,0.0,0.0,13,13.0
1399.0,170.18,70.0,21,Jens Pulver,0,0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1347.0,175.26,72.0,Dennis Hallman,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1608.0,175.26,,21,Jutaro Nakao,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1418.0,182.88,70.0,Tony DeSouza,0,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,1,0,0,1,0,365.0,300.0,300.0,0.0,0.0,21,13.0
1425.0,167.64,68.0,21,Matt Serra,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,300.0,300.0,291.0,0.0,0.0,21,21.0,1304.0,175.26,73.0,Yves Edwards,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1295.0,182.88,74.0,21,Ricardo Almeida,1,1,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,300.0,300.0,261.0,0.0,0.0,21,21.0,1827.0,172.72,,Eugene Jackson,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1392.0,190.5,74.0,21,Tito Ortiz,0,0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,212.0,0.0,0.0,0.0,0.0,13,13.0,1603.0,182.88,74.0,Vladimir Matyushenko,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,300.0,300.0,300.0,0.0,0.0,13,13.0
1194.0,175.26,70.0,26,BJ Penn,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,459.0,0.0,0.0,0.0,0.0,26,18.0,1382.0,170.18,70.0,Caol Uno,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,108.0,0.0,0.0,0.0,0.0,18,18.0
1603.0,182.88,74.0,26,Evan Tanner,1,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1561.0,177.8,,Homer Moore,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1171.0,190.5,79.0,26,Frank Mir,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1728.0,190.5,,Roberto Traven,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
