age f1,height f1,reach f1,tau,name f1,normal bout,3 rounds,female,male,Catch weight,Strawweight,Flyweight,Bantamweight,Featherweight,Lightweight,Welterweight,Middleweight,Light Heavyweight,Heavyweight,title bout,5 rounds,has title bout f1,has not title bout f1,tot title bout f1,has 5 rounds f1,has not 5 rounds f1,tot 5 rounds f1,has round 1 fought f1,has not round 1 fought f1,tot round 1 fought f1,has round 2 fought f1,has not round 2 fought f1,tot round 2 fought f1,has round 3 fought f1,has not round 3 fought f1,tot round 3 fought f1,has round 4 fought f1,has not round 4 fought f1,tot round 4 fought f1,has round 5 fought f1,has not round 5 fought f1,tot round 5 fought f1,tot r1 time f1,tot r2 time f1,tot r3 time f1,tot r4 time f1,tot r5 time f1,weeks active f1,last fight wa f1,age f2,height f2,reach f2,name f2,has title bout f2,has not title bout f2,tot title bout f2,has 5 rounds f2,has not 5 rounds f2,tot 5 rounds f2,has round 1 fought f2,has not round 1 fought f2,tot round 1 fought f2,has round 2 fought f2,has not round 2 fought f2,tot round 2 fought f2,has round 3 fought f2,has not round 3 fought f2,tot round 3 fought f2,has round 4 fought f2,has not round 4 fought f2,tot round 4 fought f2,has round 5 fought f2,has not round 5 fought f2,tot round 5 fought f2,tot r1 time f2,tot r2 time f2,tot r3 time f2,tot r4 time f2,tot r5 time f2,weeks active f2,last fight wa f2
1924.0,190.5,74.0,553,Tito Ortiz,1,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,1,0,5,1,0,17,1,0,13,1,0,11,1,0,2,1,0,2,4449.0,3626.0,3239.0,600.0,600.0,545,18.0,1853.0,187.96,75.0,Rogerio Nogueira,0,1,0,0,1,0,1,0,4,1,0,3,1,0,3,0,1,0,0,1,0,1016.0,900.0,900.0,0.0,0.0,107,37.0
1429.0,180.34,75.0,553,Walel Watson,1,1,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,77.0,0.0,0.0,0.0,0.0,10,10.0,1697.0,170.18,68.0,Yves Jabouin,0,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,1,0,0,1,0,571.0,300.0,300.0,0.0,0.0,32,15.0
1660.0,185.42,75.0,556,Anthony Njokuani,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,2,1,0,2,0,1,0,0,1,0,600.0,600.0,600.0,0.0,0.0,41,26.0,1687.0,175.26,71.0,Danny Castillo,0,1,0,0,1,0,1,0,3,1,0,2,1,0,2,0,1,0,0,1,0,892.0,600.0,600.0,0.0,0.0,44,6.0
1798.0,190.5,81.0,556,Brock Lesnar,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0,4,1,0,6,1,0,4,1,0,1,0,1,0,0,1,0,1542.0,734.0,300.0,0.0,0.0,204,62.0,1649.0,193.04,80.0,Alistair Overeem,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1571.0,187.96,76.0,556,Dong Hyun Kim,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,1,0,6,1,0,6,0,1,0,0,1,0,1978.0,1800.0,1525.0,0.0,0.0,188,26.0,1868.0,182.88,76.0,Sean Pierson,0,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,1,0,0,1,0,462.0,300.0,300.0,0.0,0.0,55,35.0
1634.0,175.26,71.0,556,Jacob Volkmann,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,1,0,5,1,0,5,0,1,0,0,1,0,1743.0,1500.0,1500.0,0.0,0.0,110,20.0,1354.0,175.26,71.0,Efrain Escudero,1,0,1,0,1,0,1,0,5,1,0,4,1,0,4,0,1,0,0,1,0,1416.0,1200.0,864.0,0.0,0.0,159,68.0
1766.0,182.88,74.0,556,Jon Fitch,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,15,1,0,15,1,0,11,1,0,1,1,0,1,4500.0,4126.0,3300.0,300.0,300.0,326,44.0,1476.0,175.26,69.0,Johny Hendricks,0,1,0,0,1,0,1,0,7,1,0,5,1,0,4,0,1,0,0,1,0,1624.0,1240.0,1200.0,0.0,0.0,125,21.0
1599.0,165.1,67.0,556,Manvel Gamburyan,1,1,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,6,1,0,3,1,0,2,0,1,0,0,1,0,1104.0,620.0,600.0,0.0,0.0,236,27.0,1517.0,167.64,67.0,Diego Nunes,0,1,0,0,1,0,1,0,2,1,0,2,1,0,2,0,1,0,0,1,0,600.0,600.0,600.0,0.0,0.0,52,29.0
1502.0,167.64,70.0,556,Nam Phan,1,1,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,3,1,0,3,0,1,0,0,1,0,900.0,900.0,900.0,0.0,0.0,56,12.0,1281.0,175.26,71.0,Jimy Hettes,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,300.0,192.0,0.0,0.0,0.0,20,20.0
1393.0,182.88,76.0,556,Nate Diaz,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,14,1,0,10,1,0,7,0,1,0,0,1,0,3903.0,2439.0,2042.0,0.0,0.0,236,14.0,1500.0,185.42,73.0,Donald Cerrone,0,1,0,0,1,0,1,0,4,1,0,2,1,0,1,0,1,0,0,1,0,923.0,528.0,300.0,0.0,0.0,47,9.0
1422.0,172.72,69.0,556,Ross Pearson,1,1,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,6,1,0,6,1,0,4,0,1,0,0,1,0,1800.0,1587.0,1200.0,0.0,0.0,132,18.0,1592.0,175.26,72.0,Junior Assuncao,0,1,0,0,1,0,1,0,4,1,0,2,1,0,1,0,1,0,0,1,0,974.0,415.0,300.0,0.0,0.0,272,14.0
2138.0,182.88,74.0,556,Vladimir Matyushenko,1,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,10,1,0,5,1,0,5,1,0,1,1,0,1,2141.0,1500.0,1500.0,300.0,300.0,548,35.0,1302.0,195.58,79.0,Alexander Gustafsson,0,1,0,0,1,0,1,0,5,1,0,2,0,1,0,0,1,0,0,1,0,1203.0,375.0,0.0,0.0,0.0,111,21.0
1355.0,180.34,75.0,558,Edson Barboza,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,3,1,0,3,0,1,0,0,1,0,900.0,900.0,626.0,0.0,0.0,60,20.0,1357.0,185.42,73.0,Terry Etim,0,1,0,0,1,0,1,0,9,1,0,7,1,0,3,0,1,0,0,1,0,2405.0,1422.0,900.0,0.0,0.0,247,10.0
1438.0,182.88,74.0,558,Erick Silva,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,40.0,0.0,0.0,0.0,0.0,20,20.0,1594.0,180.34,72.0,Carlo Prater,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0
