upp_low,temp_f_id,name f1,name f2,tau
0,3799,Patrick Williams,Tom Duquesnoy,832
1,3797,Rashid Magomedov,King Green,832
1,3796,Renato Moicano,Jeremy Stephens,832
1,3795,Robert Whittaker,Jacare Souza,832
0,3800,Rose Namajunas,Michelle Waterson-Gomez,832
1,3789,Roy Nelson,Alexander Volkov,832
1,3798,Tim Elliott,Louis Smolka,832
1,3799,Tom Duquesnoy,Patrick Williams,832
1,3793,Wilson Reis,Demetrious Johnson,832
0,3801,Zak Cummings,Nathan Coy,832
0,3802,Al Iaquinta,Diego Sanchez,833
0,3803,Alexis Davis,Cindy Dandois,833
1,3805,Artem Lobov,Cub Swanson,833
1,3806,Brandon Moreno,Dustin Ortiz,833
0,3804,Bryan Barberena,Joe Proctor,833
1,3803,Cindy Dandois,Alexis Davis,833
0,3805,Cub Swanson,Artem Lobov,833
1,3809,Danielle Taylor,Jessica Penne,833
1,3802,Diego Sanchez,Al Iaquinta,833
0,3806,Dustin Ortiz,Brandon Moreno,833
1,3811,Eddie Wineland,John Dodson,833
0,3807,Hector Sandoval,Matt Schnell,833
0,3808,Jake Ellenberger,Mike Perry,833
0,3809,Jessica Penne,Danielle Taylor,833
0,3810,Joe Lauzon,Stevie Ray,833
1,3804,Joe Proctor,Bryan Barberena,833
0,3811,John Dodson,Eddie Wineland,833
1,3812,Marcos Rogerio de Lima,Ovince Saint Preux,833
1,3807,Matt Schnell,Hector Sandoval,833
1,3813,Michael McBride,Scott Holtzman,833
1,3808,Mike Perry,Jake Ellenberger,833
0,3812,Ovince Saint Preux,Marcos Rogerio de Lima,833
1,3814,Sam Alvey,Thales Leites,833
0,3813,Scott Holtzman,Michael McBride,833
1,3810,Stevie Ray,Joe Lauzon,833
0,3814,Thales Leites,Sam Alvey,833
0,3815,Chas Skelly,Jason Knight,836
0,3816,Chase Sherman,Rashad Coulter,836
1,3821,Cortney Casey,Jessica Aguilar,836
1,3824,David Branch,Krzysztof Jotko,836
0,3817,Demian Maia,Jorge Masvidal,836
1,3819,Enrique Barzola,Gabriel Benitez,836
0,3818,Frankie Edgar,Yair Rodriguez,836
0,3819,Gabriel Benitez,Enrique Barzola,836
1,3822,Gadzhimurad Antigulov,Joachim Christensen,836
0,3820,James Vick,Marco Polo Reyes,836
1,3815,Jason Knight,Chas Skelly,836
0,3821,Jessica Aguilar,Cortney Casey,836
1,3823,Jessica Andrade,Joanna Jedrzejczyk,836
0,3822,Joachim Christensen,Gadzhimurad Antigulov,836
0,3823,Joanna Jedrzejczyk,Jessica Andrade,836
1,3817,Jorge Masvidal,Demian Maia,836
1,3825,Junior Dos Santos,Stipe Miocic,836
0,3824,Krzysztof Jotko,David Branch,836
1,3820,Marco Polo Reyes,James Vick,836
1,3816,Rashad Coulter,Chase Sherman,836
0,3825,Stipe Miocic,Junior Dos Santos,836
1,3818,Yair Rodriguez,Frankie Edgar,836
0,3826,Abdul Razak Alhassan,Omari Akhmedov,838
1,3829,Alex Nicholson,Jack Hermansson,838
0,3827,Alexander Gustafsson,Glover Teixeira,838
1,3834,Ben Saunders,Peter Sobotta,838
1,3831,Bojan Velickovic,Nicholas Musoke,838
1,3836,Chris Camozzi,Trevor Smith,838
1,3833,Damian Stasiak,Pedro Munhoz,838
1,3830,Damir Hadzovic,Marcin Held,838
0,3828,Darren Till,Jessin Ayari,838
1,3827,Glover Teixeira,Alexander Gustafsson,838
0,3829,Jack Hermansson,Alex Nicholson,838
1,3828,Jessin Ayari,Darren Till,838
1,3835,Joaquim Silva,Reza Madadi,838
0,3830,Marcin Held,Damir Hadzovic,838
1,3837,Misha Cirkunov,Volkan Oezdemir,838
0,3831,Nicholas Musoke,Bojan Velickovic,838
1,3832,Nordine Taleb,Oliver Enkamp,838
0,3832,Oliver Enkamp,Nordine Taleb,838
1,3826,Omari Akhmedov,Abdul Razak Alhassan,838
0,3833,Pedro Munhoz,Damian Stasiak,838
0,3834,Peter Sobotta,Ben Saunders,838
0,3835,Reza Madadi,Joaquim Silva,838
0,3836,Trevor Smith,Chris Camozzi,838
0,3837,Volkan Oezdemir,Misha Cirkunov,838
0,3838,Antonio Carlos Junior,Eric Spicely,839
1,3841,Brian Kelleher,Iuri Alcantara,839
0,3839,Claudia Gadelha,Karolina Kowalkiewicz,839
1,3845,Deiveson Figueiredo,Marco Beltran,839
1,3838,Eric Spicely,Antonio Carlos Junior,839
0,3840,Erick Silva,Yancy Medeiros,839
0,3841,Iuri Alcantara,Brian Kelleher,839
1,3849,Jamie Moyle,Viviane Pereira,839
1,3844,Jim Wallhead,Luan Chagas,839
0,3842,Johnny Eduardo,Matthew Lopez,839
0,3843,Jose Aldo,Max Holloway,839
1,3839,Karolina Kowalkiewicz,Claudia Gadelha,839
0,3844,Luan Chagas,Jim Wallhead,839
0,3845,Marco Beltran,Deiveson Figueiredo,839
1,3847,Marlon Moraes,Raphael Assuncao,839
1,3842,Matthew Lopez,Johnny Eduardo,839
1,3843,Max Holloway,Jose Aldo,839
1,3848,Nate Marquardt,Vitor Belfort,839
1,3846,Oluwale Bamgbose,Paulo Costa,839
0,3846,Paulo Costa,Oluwale Bamgbose,839
0,3847,Raphael Assuncao,Marlon Moraes,839
0,3848,Vitor Belfort,Nate Marquardt,839
0,3849,Viviane Pereira,Jamie Moyle,839
1,3840,Yancy Medeiros,Erick Silva,839
0,3850,Alexander Volkanovski,Mizuto Hirota,840
1,3857,Ashkan Mokhtarian,John Moraga,840
1,3860,Ben Nguyen,Tim Elliott,840
1,3856,Chan-Mi Jeon,JJ Aldrich,840
0,3851,Damien Brown,Vinc Pichel,840
0,3852,Dan Hooker,Ross Pearson,840
1,3853,Daniel Kelly,Derek Brunson,840
0,3853,Derek Brunson,Daniel Kelly,840
0,3854,Derrick Lewis,Mark Hunt,840
1,3859,Dominique Steele,Luke Jumeau,840
1,3855,Henrique da Silva,Ion Cutelaba,840
0,3855,Ion Cutelaba,Henrique da Silva,840
0,3856,JJ Aldrich,Chan-Mi Jeon,840
0,3857,John Moraga,Ashkan Mokhtarian,840
0,3858,Kiichi Kunimoto,Zak Ottow,840
0,3859,Luke Jumeau,Dominique Steele,840
1,3854,Mark Hunt,Derrick Lewis,840
1,3850,Mizuto Hirota,Alexander Volkanovski,840
1,3852,Ross Pearson,Dan Hooker,840
0,3860,Tim Elliott,Ben Nguyen,840
1,3851,Vinc Pichel,Damien Brown,840
1,3858,Zak Ottow,Kiichi Kunimoto,840
0,3861,Alex Caceres,Rolando Dy,841
0,3862,Andrei Arlovski,Marcin Tybura,841
1,3865,Bethe Correia,Holly Holm,841
1,3870,Carls John De Tomas,Naoki Inoue,841
1,3864,Colby Covington,Dong Hyun Kim,841
0,3863,Cyril Asker,Walt Harris,841
0,3864,Dong Hyun Kim,Colby Covington,841
1,3869,Frank Camacho,Li Jingliang,841
0,3865,Holly Holm,Bethe Correia,841
0,3866,Ji Yeon Kim,Lucie Pudilova,841
1,3871,Jon Tuck,Takanori Gomi,841
0,3867,Justin Scoggins,Yuta Sasaki,841
0,3868,Kwan Ho Kwak,Russell Doane,841
0,3869,Li Jingliang,Frank Camacho,841
1,3866,Lucie Pudilova,Ji Yeon Kim,841
1,3862,Marcin Tybura,Andrei Arlovski,841
0,3870,Naoki Inoue,Carls John De Tomas,841
1,3872,Rafael Dos Anjos,Tarec Saffiedine,841
1,3861,Rolando Dy,Alex Caceres,841
1,3868,Russell Doane,Kwan Ho Kwak,841
0,3871,Takanori Gomi,Jon Tuck,841
0,3872,Tarec Saffiedine,Rafael Dos Anjos,841
1,3863,Walt Harris,Cyril Asker,841
1,3867,Yuta Sasaki,Justin Scoggins,841
1,3884,Alex Garcia,Tim Means,842
0,3873,Anthony Rocco Martin,Johnny Case,842
0,3874,BJ Penn,Dennis Siver,842
0,3875,Carla Esparza,Maryna Moroz,842
0,3876,Clay Guida,Erik Koch,842
1,3877,Darrell Horcher,Devin Powell,842
1,3874,Dennis Siver,BJ Penn,842
0,3877,Devin Powell,Darrell Horcher,842
1,3880,Dominick Reyes,Joachim Christensen,842
1,3876,Erik Koch,Clay Guida,842
0,3878,Felice Herrig,Justine Kish,842
0,3879,Jared Gordon,Michel Quinones,842
1,3881,Jeremy Kimball,Josh Stansbury,842
0,3880,Joachim Christensen,Dominick Reyes,842
1,3873,Johnny Case,Anthony Rocco Martin,842
1,3883,Johny Hendricks,Tim Boetsch,842
0,3881,Josh Stansbury,Jeremy Kimball,842
1,3878,Justine Kish,Felice Herrig,842
1,3882,Kevin Lee,Michael Chiesa,842
1,3885,Marvin Vettori,Vitor Miranda,842
1,3875,Maryna Moroz,Carla Esparza,842
0,3882,Michael Chiesa,Kevin Lee,842
1,3879,Michel Quinones,Jared Gordon,842
0,3883,Tim Boetsch,Johny Hendricks,842
0,3884,Tim Means,Alex Garcia,842
0,3885,Vitor Miranda,Marvin Vettori,842
1,3905,Aleksei Oleinik,Travis Browne,844
1,3894,Alistair Overeem,Fabricio Werdum,844
0,3886,Angela Hill,Ashley Yoder,844
0,3887,Anthony Pettis,Jim Miller,844
1,3886,Ashley Yoder,Angela Hill,844
1,3899,Belal Muhammad,Jordan Mein,844
0,3888,Brad Tavares,Elias Theodorou,844
1,3889,Brian Camozzi,Chad Laprise,844
1,3893,CB Dollaway,Ed Herman,844
0,3889,Chad Laprise,Brian Camozzi,844
0,3890,Cody Stamann,Terrion Ware,844
1,3891,Curtis Blaydes,Daniel Omielanczuk,844
0,3891,Daniel Omielanczuk,Curtis Blaydes,844
0,3892,Dhiego Lima,Jesse Taylor,844
1,3902,Douglas Silva de Andrade,Rob Font,844
1,3900,Drakkar Klose,Marc Diakiese,844
0,3893,Ed Herman,CB Dollaway,844
1,3888,Elias Theodorou,Brad Tavares,844
0,3894,Fabricio Werdum,Alistair Overeem,844
1,3904,Gerald Meerschaert,Thiago Santos,844
0,3895,Gray Maynard,Teruto Ishihara,844
1,3906,James Bochnovic,Trevin Giles,844
0,3896,James Krause,Tom Gallicchio,844
0,3897,Jared Cannonier,Nick Roehrick,844
1,3892,Jesse Taylor,Dhiego Lima,844
1,3887,Jim Miller,Anthony Pettis,844
0,3898,Jordan Johnson,Marcel Fortuna,844
0,3899,Jordan Mein,Belal Muhammad,844
1,3903,Juliana Lima,Tecia Pennington,844
1,3901,Justin Gaethje,Michael Johnson,844
0,3900,Marc Diakiese,Drakkar Klose,844
1,3898,Marcel Fortuna,Jordan Johnson,844
0,3901,Michael Johnson,Justin Gaethje,844
1,3897,Nick Roehrick,Jared Cannonier,844
0,3902,Rob Font,Douglas Silva de Andrade,844
1,3907,Robert Whittaker,Yoel Romero,844
0,3903,Tecia Pennington,Juliana Lima,844
1,3890,Terrion Ware,Cody Stamann,844
1,3895,Teruto Ishihara,Gray Maynard,844
0,3904,Thiago Santos,Gerald Meerschaert,844
1,3896,Tom Gallicchio,James Krause,844
0,3905,Travis Browne,Aleksei Oleinik,844
0,3906,Trevin Giles,James Bochnovic,844
0,3907,Yoel Romero,Robert Whittaker,844
1,3909,Albert Morales,Brett Johns,845
0,3908,Alexandre Pantoja,Neil Seery,845
1,3918,Amanda Lemos,Leslie Smith,845
1,3912,Bobby Nash,Danny Roberts,845
0,3909,Brett Johns,Albert Morales,845
0,3910,Charlie Ward,Galore Bofando,845
1,3916,Cynthia Calvillo,Joanne Wood,845
1,3911,Daniel Teymur,Danny Henry,845
0,3911,Danny Henry,Daniel Teymur,845
0,3912,Danny Roberts,Bobby Nash,845
1,3910,Galore Bofando,Charlie Ward,845
0,3913,Gunnar Nelson,Santiago Ponzinibbio,845
0,3914,Jack Marshman,Ryan Janes,845
0,3915,James Mulheron,Justin Willis,845
0,3916,Joanne Wood,Cynthia Calvillo,845
1,3915,Justin Willis,James Mulheron,845
0,3917,Khalil Rountree Jr.,Paul Craig,845
0,3918,Leslie Smith,Amanda Lemos,845
1,3908,Neil Seery,Alexandre Pantoja,845
1,3917,Paul Craig,Khalil Rountree Jr.,845
1,3919,Paul Felder,Stevie Ray,845
1,3914,Ryan Janes,Jack Marshman,845
1,3913,Santiago Ponzinibbio,Gunnar Nelson,845
0,3919,Stevie Ray,Paul Felder,845
1,3930,Alex Oliveira,Ryan LaFlare,846
0,3920,Brian Kelleher,Marlon Vera,846
1,3922,Chase Sherman,Damian Grabowski,846
1,3924,Chris Wade,Frankie Perez,846
0,3921,Chris Weidman,Kelvin Gastelum,846
0,3922,Damian Grabowski,Chase Sherman,846
1,3923,Darren Elkins,Dennis Bermudez,846
0,3923,Dennis Bermudez,Darren Elkins,846
1,3927,Elizeu Zaleski dos Santos,Lyman Good,846
1,3929,Eryk Anders,Rafael Natal,846
0,3924,Frankie Perez,Chris Wade,846
1,3928,Gian Villante,Patrick Cummins,846
1,3931,Godofredo Pepey,Shane Burgos,846
1,3926,Jeremy Kennedy,Kyle Bochniak,846
0,3925,Jimmie Rivera,Thomas Almeida,846
1,3932,Junior Albini,Timothy Johnson,846
1,3921,Kelvin Gastelum,Chris Weidman,846
0,3926,Kyle Bochniak,Jeremy Kennedy,846
0,3927,Lyman Good,Elizeu Zaleski dos Santos,846
1,3920,Marlon Vera,Brian Kelleher,846
0,3928,Patrick Cummins,Gian Villante,846
0,3929,Rafael Natal,Eryk Anders,846
0,3930,Ryan LaFlare,Alex Oliveira,846
0,3931,Shane Burgos,Godofredo Pepey,846
1,3925,Thomas Almeida,Jimmie Rivera,846
0,3932,Timothy Johnson,Junior Albini,846
1,3940,Aleksandra Albu,Kailin Curran,847
0,3933,Aljamain Sterling,Renan Barao,847
0,3934,Andre Fili,Calvin Kattar,847
0,3935,Brian Ortega,Renato Moicano,847
1,3934,Calvin Kattar,Andre Fili,847
0,3936,Cristiane Justino,Tonya Evinger,847
1,3943,Demian Maia,Tyron Woodley,847
1,3942,Donald Cerrone,Robbie Lawler,847
1,3939,Drew Dober,Joshua Burkman,847
0,3937,Eric Shelton,Jarred Brooks,847
1,3937,Jarred Brooks,Eric Shelton,847
1,3941,Jason Knight,Ricardo Lamas,847
0,3938,Jimi Manuwa,Volkan Oezdemir,847
0,3939,Joshua Burkman,Drew Dober,847
0,3940,Kailin Curran,Aleksandra Albu,847
1,3933,Renan Barao,Aljamain Sterling,847
1,3935,Renato Moicano,Brian Ortega,847
0,3941,Ricardo Lamas,Jason Knight,847
0,3942,Robbie Lawler,Donald Cerrone,847
1,3936,Tonya Evinger,Cristiane Justino,847
0,3943,Tyron Woodley,Demian Maia,847
1,3938,Volkan Oezdemir,Jimi Manuwa,847
0,3944,Alan Jouban,Niko Price,848
0,3945,Alejandro Perez,Andre Soukhamthath,848
1,3953,Alexa Grasso,Randa Markos,848
0,3946,Alvaro Herrera Mendoza,Jordan Rinaldi,848
1,3945,Andre Soukhamthath,Alejandro Perez,848
0,3947,Brad Scott,Jack Hermansson,848
1,3955,Brandon Moreno,Sergio Pettis,848
1,3950,Diego Rivas,Jose Quinonez,848
0,3948,Dustin Ortiz,Hector Sandoval,848
1,3948,Hector Sandoval,Dustin Ortiz,848
0,3949,Henry Briones,Rani Yahya,848
1,3952,Humberto Bandenay,Martin Bravo,848
1,3947,Jack Hermansson,Brad Scott,848
1,3946,Jordan Rinaldi,Alvaro Herrera Mendoza,848
0,3950,Jose Quinonez,Diego Rivas,848
0,3951,Joseph Morales,Robert Sanchez,848
0,3952,Martin Bravo,Humberto Bandenay,848
1,3944,Niko Price,Alan Jouban,848
0,3953,Randa Markos,Alexa Grasso,848
1,3949,Rani Yahya,Henry Briones,848
1,3954,Rashad Evans,Sam Alvey,848
1,3951,Robert Sanchez,Joseph Morales,848
0,3954,Sam Alvey,Rashad Evans,848
0,3955,Sergio Pettis,Brandon Moreno,848
1,3957,Abdul-Kerim Edilov,Bojan Mihajlovic,852
1,3959,Aleksandar Rakic,Francimar Barroso,852
0,3956,Alexander Volkov,Stefan Struve,852
1,3967,Andrew Holbrook,Thibault Gouti,852
0,3957,Bojan Mihajlovic,Abdul-Kerim Edilov,852
1,3958,Bojan Velickovic,Darren Till,852
1,3960,Bryan Barberena,Leon Edwards,852
0,3958,Darren Till,Bojan Velickovic,852
1,3965,Desmond Green,Rustam Khabilov,852
1,3961,Felipe Silva,Mairbek Taisumov,852
0,3959,Francimar Barroso,Aleksandar Rakic,852
0,3960,Leon Edwards,Bryan Barberena,852
1,3963,Mads Burnell,Michel Prazeres,852
0,3961,Mairbek Taisumov,Felipe Silva,852
0,3962,Marion Reneau,Talita Bernardo,852
0,3963,Michel Prazeres,Mads Burnell,852
0,3964,Mike Santiago,Zabit Magomedsharipov,852
1,3966,Rob Wilkinson,Siyar Bahadurzada,852
0,3965,Rustam Khabilov,Desmond Green,852
0,3966,Siyar Bahadurzada,Rob Wilkinson,852
1,3956,Stefan Struve,Alexander Volkov,852
1,3962,Talita Bernardo,Marion Reneau,852
0,3967,Thibault Gouti,Andrew Holbrook,852
1,3964,Zabit Magomedsharipov,Mike Santiago,852
1,3973,Adriano Martins,Kajan Johnson,853
1,3975,Alex White,Mitch Clarke,853
0,3968,Amanda Nunes,Valentina Shevchenko,853
1,3974,Arjan Bhullar,Luis Henrique,853
1,3978,Ashlee Evans-Smith,Sarah Moras,853
0,3969,Gavin Tucker,Ricky Glenn,853
1,3972,Gilbert Melendez,Jeremy Stephens,853
0,3970,Henry Cejudo,Wilson Reis,853
0,3971,Ilir Latifi,Tyson Pedro,853
0,3972,Jeremy Stephens,Gilbert Melendez,853
0,3973,Kajan Johnson,Adriano Martins,853
1,3977,Ketlen Vieira,Sara McMann,853
0,3974,Luis Henrique,Arjan Bhullar,853
0,3975,Mitch Clarke,Alex White,853
0,3976,Neil Magny,Rafael Dos Anjos,853
1,3976,Rafael Dos Anjos,Neil Magny,853
1,3969,Ricky Glenn,Gavin Tucker,853
0,3977,Sara McMann,Ketlen Vieira,853
0,3978,Sarah Moras,Ashlee Evans-Smith,853
1,3971,Tyson Pedro,Ilir Latifi,853
1,3968,Valentina Shevchenko,Amanda Nunes,853
1,3970,Wilson Reis,Henry Cejudo,853
1,3988,Alex Reyes,Mike Perry,854
0,3979,Anthony Hamilton,Daniel Spitz,854
0,3980,Anthony Rocco Martin,Olivier Aubin-Mercier,854
1,3982,Anthony Smith,Hector Lombard,854
1,3984,Azunna Anyanwu,Justin Ledet,854
1,3979,Daniel Spitz,Anthony Hamilton,854
1,3987,David Branch,Luke Rockhold,854
1,3983,Gilbert Burns,Jason Saggo,854
0,3981,Gregor Gillespie,Jason Gonzalez,854
0,3982,Hector Lombard,Anthony Smith,854
1,3981,Jason Gonzalez,Gregor Gillespie,854
0,3983,Jason Saggo,Gilbert Burns,854
0,3984,Justin Ledet,Azunna Anyanwu,854
0,3985,Kamaru Usman,Sergio Moraes,854
0,3986,Krzysztof Jotko,Uriah Hall,854
0,3987,Luke Rockhold,David Branch,854
0,3988,Mike Perry,Alex Reyes,854
1,3980,Olivier Aubin-Mercier,Anthony Rocco Martin,854
1,3985,Sergio Moraes,Kamaru Usman,854
1,3986,Uriah Hall,Krzysztof Jotko,854
1,3993,Alex Morono,Keita Nakamura,855
1,3996,Chan-Mi Jeon,Syuri Kondo,855
0,3989,Claudia Gadelha,Jessica Andrade,855
0,3990,Daichi Abe,Hyun Gyu Lim,855
1,3997,Dong Hyun Ma,Takanori Gomi,855
0,3991,Gokhan Saki,Henrique da Silva,855
1,3991,Henrique da Silva,Gokhan Saki,855
1,3990,Hyun Gyu Lim,Daichi Abe,855
1,3989,Jessica Andrade,Claudia Gadelha,855
0,3992,Jussier Formiga,Yuta Sasaki,855
0,3993,Keita Nakamura,Alex Morono,855
1,3995,Luke Jumeau,Shinsho Anzai,855
0,3994,Ovince Saint Preux,Yushin Okami,855
1,3998,Rolando Dy,Teruto Ishihara,855
0,3995,Shinsho Anzai,Luke Jumeau,855
0,3996,Syuri Kondo,Chan-Mi Jeon,855
0,3997,Takanori Gomi,Dong Hyun Ma,855
0,3998,Teruto Ishihara,Rolando Dy,855
1,3994,Yushin Okami,Ovince Saint Preux,855
1,3992,Yuta Sasaki,Jussier Formiga,855
0,3999,Beneil Dariush,Evan Dunham,857
1,4002,Bibulatov Magomed,John Moraga,857
1,4007,Brad Tavares,Thales Leites,857
1,4008,Cody Stamann,Tom Duquesnoy,857
0,4000,Demetrious Johnson,Ray Borg,857
1,3999,Evan Dunham,Beneil Dariush,857
0,4001,Fabricio Werdum,Walt Harris,857
0,4002,John Moraga,Bibulatov Magomed,857
1,4004,Kalindra Faria,Mara Romero Borella,857
1,4009,Kevin Lee,Tony Ferguson,857
1,4003,King Green,Lando Vannata,857
0,4003,Lando Vannata,King Green,857
0,4004,Mara Romero Borella,Kalindra Faria,857
1,4005,Marco Beltran,Matt Schnell,857
0,4005,Matt Schnell,Marco Beltran,857
0,4006,Pearl Gonzalez,Poliana Botelho,857
1,4006,Poliana Botelho,Pearl Gonzalez,857
1,4000,Ray Borg,Demetrious Johnson,857
0,4007,Thales Leites,Brad Tavares,857
0,4008,Tom Duquesnoy,Cody Stamann,857
0,4009,Tony Ferguson,Kevin Lee,857
1,4001,Walt Harris,Fabricio Werdum,857
1,4010,Andre Fili,Artem Lobov,859
0,4010,Artem Lobov,Andre Fili,859
1,4016,Aspen Ladd,Lina Lansberg,859
1,4011,Brian Kelleher,Damian Stasiak,859
0,4011,Damian Stasiak,Brian Kelleher,859
1,4012,Darren Till,Donald Cerrone,859
1,4014,Devin Clark,Jan Blachowicz,859
0,4012,Donald Cerrone,Darren Till,859
0,4013,Felipe Arantes,Josh Emmett,859
0,4014,Jan Blachowicz,Devin Clark,859
1,4015,Jodie Esquibel,Karolina Kowalkiewicz,859
1,4018,Jonathan Wilson,Oskar Piechota,859
1,4013,Josh Emmett,Felipe Arantes,859
0,4015,Karolina Kowalkiewicz,Jodie Esquibel,859
0,4016,Lina Lansberg,Aspen Ladd,859
0,4017,Marcin Held,Nasrat Haqparast,859
1,4017,Nasrat Haqparast,Marcin Held,859
0,4018,Oskar Piechota,Jonathan Wilson,859
1,4020,Ramazan Emeev,Sam Alvey,859
0,4019,Salim Touahri,Warlley Alves,859
0,4020,Sam Alvey,Ramazan Emeev,859
1,4019,Warlley Alves,Salim Touahri,859
0,4021,Antonio Carlos Junior,Jack Marshman,860
1,4029,Christian Colombo,Marcelo Golm,860
1,4023,Colby Covington,Demian Maia,860
0,4022,Deiveson Figueiredo,Jarred Brooks,860
0,4023,Demian Maia,Colby Covington,860
0,4024,Derek Brunson,Lyoto Machida,860
0,4025,Elizeu Zaleski dos Santos,Max Griffin,860
0,4026,Francisco Trinaldo,Jim Miller,860
0,4027,Hacran Dias,Jared Gordon,860
1,4031,Jack Hermansson,Thiago Santos,860
1,4021,Jack Marshman,Antonio Carlos Junior,860
1,4027,Jared Gordon,Hacran Dias,860
1,4022,Jarred Brooks,Deiveson Figueiredo,860
1,4026,Jim Miller,Francisco Trinaldo,860
0,4028,John Lineker,Marlon Vera,860
1,4024,Lyoto Machida,Derek Brunson,860
0,4029,Marcelo Golm,Christian Colombo,860
1,4028,Marlon Vera,John Lineker,860
1,4025,Max Griffin,Elizeu Zaleski dos Santos,860
1,4032,Niko Price,Vicente Luque,860
0,4030,Pedro Munhoz,Rob Font,860
1,4030,Rob Font,Pedro Munhoz,860
0,4031,Thiago Santos,Jack Hermansson,860
0,4032,Vicente Luque,Niko Price,860
0,4033,Aiemann Zahabi,Ricardo Ramos,861
0,4034,Aleksei Oleinik,Curtis Blaydes,861
0,4035,Cody Garbrandt,TJ Dillashaw,861
1,4040,Corey Anderson,Ovince Saint Preux,861
1,4034,Curtis Blaydes,Aleksei Oleinik,861
1,4039,Georges St-Pierre,Michael Bisping,861
0,4036,James Vick,Joe Duffy,861
0,4037,Joanna Jedrzejczyk,Rose Namajunas,861
1,4036,Joe Duffy,James Vick,861
0,4038,Johny Hendricks,Paulo Costa,861
1,4042,Jorge Masvidal,Stephen Thompson,861
0,4039,Michael Bisping,Georges St-Pierre,861
1,4041,Mickey Gall,Randy Brown,861
0,4040,Ovince Saint Preux,Corey Anderson,861
1,4038,Paulo Costa,Johny Hendricks,861
0,4041,Randy Brown,Mickey Gall,861
1,4033,Ricardo Ramos,Aiemann Zahabi,861
1,4037,Rose Namajunas,Joanna Jedrzejczyk,861
0,4042,Stephen Thompson,Jorge Masvidal,861
1,4035,TJ Dillashaw,Cody Garbrandt,861
1,4050,Andrei Arlovski,Junior Albini,862
0,4043,Angela Hill,Nina Nunes,862
1,4046,Anthony Pettis,Dustin Poirier,862
1,4052,Cezar Ferreira,Nate Marquardt,862
1,4048,Clay Guida,Joe Lauzon,862
0,4044,Court McGee,Sean Strickland,862
0,4045,Darren Stewart,Karl Roberson,862
1,4051,Diego Sanchez,Matt Brown,862
0,4046,Dustin Poirier,Anthony Pettis,862
0,4047,Jake Collier,Marcel Fortuna,862
0,4048,Joe Lauzon,Clay Guida,862
0,4049,John Dodson,Marlon Moraes,862
0,4050,Junior Albini,Andrei Arlovski,862
1,4045,Karl Roberson,Darren Stewart,862
1,4047,Marcel Fortuna,Jake Collier,862
1,4049,Marlon Moraes,John Dodson,862
0,4051,Matt Brown,Diego Sanchez,862
1,4053,Matthew Lopez,Raphael Assuncao,862
1,4054,Michel Quinones,Sage Northcutt,862
0,4052,Nate Marquardt,Cezar Ferreira,862
1,4043,Nina Nunes,Angela Hill,862
0,4053,Raphael Assuncao,Matthew Lopez,862
0,4054,Sage Northcutt,Michel Quinones,862
1,4044,Sean Strickland,Court McGee,862
0,4055,Tatiana Suarez,Viviane Pereira,862
1,4055,Viviane Pereira,Tatiana Suarez,862
1,4058,Adam Wieczorek,Anthony Hamilton,863
0,4056,Alex Chambers,Nadia Kassem,863
0,4057,Alexander Volkanovski,Shane Young,863
0,4058,Anthony Hamilton,Adam Wieczorek,863
1,4067,Ashkan Mokhtarian,Ryan Benoit,863
0,4059,Bec Rawlings,Jessica-Rose Clark,863
1,4068,Belal Muhammad,Tim Means,863
1,4063,Bojan Velickovic,Jake Matthews,863
0,4060,Damien Brown,Frank Camacho,863
1,4061,Daniel Kelly,Elias Theodorou,863
0,4061,Elias Theodorou,Daniel Kelly,863
1,4064,Eric Shelton,Jenel Lausa,863
0,4062,Fabricio Werdum,Marcin Tybura,863
1,4060,Frank Camacho,Damien Brown,863
0,4063,Jake Matthews,Bojan Velickovic,863
0,4064,Jenel Lausa,Eric Shelton,863
1,4059,Jessica-Rose Clark,Bec Rawlings,863
1,4062,Marcin Tybura,Fabricio Werdum,863
1,4056,Nadia Kassem,Alex Chambers,863
0,4065,Nik Lentz,Will Brooks,863
0,4066,Rashad Coulter,Tai Tuivasa,863
0,4067,Ryan Benoit,Ashkan Mokhtarian,863
1,4057,Shane Young,Alexander Volkanovski,863
1,4066,Tai Tuivasa,Rashad Coulter,863
0,4068,Tim Means,Belal Muhammad,863
1,4065,Will Brooks,Nik Lentz,863
1,4077,Alex Caceres,Wang Guan,864
1,4074,Alex Garcia,Muslim Salikhov,864
1,4076,Bharat Kandare,Song Yadong,864
1,4075,Bobby Nash,Song Kenan,864
0,4069,Chase Sherman,Shamil Abdurakhimov,864
0,4070,Cyril Asker,Hu Yaozong,864
1,4078,Gina Mazany,Wu Yanan,864
1,4070,Hu Yaozong,Cyril Asker,864
0,4071,Kailin Curran,Yan Xiaonan,864
1,4073,Kelvin Gastelum,Michael Bisping,864
0,4072,Li Jingliang,Zak Ottow,864
0,4073,Michael Bisping,Kelvin Gastelum,864
0,4074,Muslim Salikhov,Alex Garcia,864
1,4079,Rolando Dy,Wulijiburen,864
1,4069,Shamil Abdurakhimov,Chase Sherman,864
1,4080,Sheymon Moraes,Zabit Magomedsharipov,864
0,4075,Song Kenan,Bobby Nash,864
0,4076,Song Yadong,Bharat Kandare,864
0,4077,Wang Guan,Alex Caceres,864
