upp_low,temp_f_id,name f1,name f2,tau
1,1846,Shane del Rosario,Pat Barry,606
0,1850,TJ Waldburger,Nick Catone,606
1,1840,Tim Elliott,Jared Papazian,606
0,1851,Vinc Pichel,Rustam Khabilov,606
1,1834,Yaotzin Meza,Chad Mendes,606
1,1863,Alan Belcher,Yushin Okami,608
0,1852,Brad Pickett,Eddie Wineland,608
1,1855,Byron Bloodworth,Erik Perez,608
1,1857,Cain Velasquez,Junior Dos Santos,608
0,1853,Chris Cariaso,John Moraga,608
0,1854,Chris Leben,Derek Brunson,608
1,1862,Constantinos Philippou,Tim Boetsch,608
1,1854,Derek Brunson,Chris Leben,608
1,1852,Eddie Wineland,Brad Pickett,608
0,1855,Erik Perez,Byron Bloodworth,608
1,1859,Jamie Varner,Melvin Guillard,608
0,1856,Jim Miller,Joe Lauzon,608
1,1856,Joe Lauzon,Jim Miller,608
1,1853,John Moraga,Chris Cariaso,608
0,1857,Junior Dos Santos,Cain Velasquez,608
0,1858,Leonard Garcia,Max Holloway,608
1,1858,Max Holloway,Leonard Garcia,608
0,1859,Melvin Guillard,Jamie Varner,608
0,1860,Michael Johnson,Myles Jury,608
1,1860,Myles Jury,Michael Johnson,608
0,1861,Philip De Fries,Todd Duffee,608
0,1862,Tim Boetsch,Constantinos Philippou,608
1,1861,Todd Duffee,Philip De Fries,608
0,1863,Yushin Okami,Alan Belcher,608
1,1870,Andrew Craig,Ronny Markes,611
1,1868,Ben Rothwell,Gabriel Gonzaga,611
1,1864,CB Dollaway,Daniel Sarafian,611
1,1867,CJ Keith,Francisco Trinaldo,611
0,1864,Daniel Sarafian,CB Dollaway,611
0,1865,Diego Nunes,Nik Lentz,611
0,1866,Edson Barboza,Lucas Martins,611
0,1867,Francisco Trinaldo,CJ Keith,611
0,1868,Gabriel Gonzaga,Ben Rothwell,611
0,1869,Godofredo Pepey,Milton Vieira,611
1,1873,Ildemar Alcantara,Wagner Prado,611
1,1871,Khabib Nurmagomedov,Thiago Tavares,611
1,1866,Lucas Martins,Edson Barboza,611
1,1872,Michael Bisping,Vitor Belfort,611
1,1869,Milton Vieira,Godofredo Pepey,611
1,1865,Nik Lentz,Diego Nunes,611
0,1870,Ronny Markes,Andrew Craig,611
0,1871,Thiago Tavares,Khabib Nurmagomedov,611
0,1872,Vitor Belfort,Michael Bisping,611
0,1873,Wagner Prado,Ildemar Alcantara,611
0,1874,Anthony Pettis,Donald Cerrone,612
0,1875,Clay Guida,Hatsu Hioki,612
1,1883,David Mitchell,Simeon Thoresen,612
0,1876,Demetrious Johnson,John Dodson,612
1,1874,Donald Cerrone,Anthony Pettis,612
0,1877,Erik Koch,Ricardo Lamas,612
1,1880,Glover Teixeira,Quinton Jackson,612
1,1875,Hatsu Hioki,Clay Guida,612
1,1876,John Dodson,Demetrious Johnson,612
1,1884,Matt Wiman,TJ Grant,612
0,1878,Mike Russow,Shawn Jordan,612
0,1879,Mike Stumpf,Pascal Krauss,612
1,1879,Pascal Krauss,Mike Stumpf,612
0,1880,Quinton Jackson,Glover Teixeira,612
0,1881,Rafael Natal,Sean Spencer,612
1,1877,Ricardo Lamas,Erik Koch,612
0,1882,Ryan Bader,Vladimir Matyushenko,612
1,1881,Sean Spencer,Rafael Natal,612
1,1878,Shawn Jordan,Mike Russow,612
0,1883,Simeon Thoresen,David Mitchell,612
0,1884,TJ Grant,Matt Wiman,612
1,1882,Vladimir Matyushenko,Ryan Bader,612
0,1885,Alistair Overeem,Antonio Silva,613
1,1885,Antonio Silva,Alistair Overeem,613
0,1886,Chico Camus,Dustin Kimura,613
1,1890,Demian Maia,Jon Fitch,613
1,1886,Dustin Kimura,Chico Camus,613
0,1887,Edwin Figueroa,Francisco Rivera,613
1,1888,Evan Dunham,Gleison Tibau,613
1,1887,Francisco Rivera,Edwin Figueroa,613
1,1891,Frankie Edgar,Jose Aldo,613
0,1888,Gleison Tibau,Evan Dunham,613
1,1892,Ian McCall,Joseph Benavidez,613
1,1895,Isaac Vallie-Flagg,Yves Edwards,613
0,1889,Jacob Volkmann,King Green,613
1,1894,Jay Hieron,Tyron Woodley,613
0,1890,Jon Fitch,Demian Maia,613
0,1891,Jose Aldo,Frankie Edgar,613
0,1892,Joseph Benavidez,Ian McCall,613
1,1889,King Green,Jacob Volkmann,613
0,1893,Rashad Evans,Rogerio Nogueira,613
1,1893,Rogerio Nogueira,Rashad Evans,613
0,1894,Tyron Woodley,Jay Hieron,613
0,1895,Yves Edwards,Isaac Vallie-Flagg,613
0,1896,Andy Ogle,Josh Grispi,615
0,1897,Cub Swanson,Dustin Poirier,615
1,1900,Cyrille Diabate,Jimi Manuwa,615
1,1901,Danny Castillo,Paul Sass,615
1,1897,Dustin Poirier,Cub Swanson,615
0,1898,Gunnar Nelson,Jorge Santiago,615
0,1899,James Te Huna,Ryan Jimmo,615
0,1900,Jimi Manuwa,Cyrille Diabate,615
1,1898,Jorge Santiago,Gunnar Nelson,615
1,1896,Josh Grispi,Andy Ogle,615
1,1903,Michael McDonald,Renan Barao,615
1,1906,Motonobu Tezuka,Vaughan Lee,615
0,1901,Paul Sass,Danny Castillo,615
0,1902,Phil Harris,Ulysses Gomez,615
0,1903,Renan Barao,Michael McDonald,615
1,1904,Renee Forte,Terry Etim,615
1,1899,Ryan Jimmo,James Te Huna,615
1,1905,Stanislav Nedkov,Tom Watson,615
0,1904,Terry Etim,Renee Forte,615
0,1905,Tom Watson,Stanislav Nedkov,615
1,1902,Ulysses Gomez,Phil Harris,615
0,1906,Vaughan Lee,Motonobu Tezuka,615
1,1914,Anton Kuivanen,Michael Chiesa,616
0,1907,Brendan Schaub,Lavar Johnson,616
1,1912,Brock Jardine,Kenny Robertson,616
1,1917,Caros Fodor,Sam Stout,616
0,1908,Court McGee,Josh Neer,616
1,1913,Dan Henderson,Lyoto Machida,616
0,1909,Dennis Bermudez,Matt Grice,616
1,1918,Ivan Menjivar,Urijah Faber,616
0,1910,Jon Manley,Neil Magny,616
0,1911,Josh Koscheck,Robbie Lawler,616
1,1908,Josh Neer,Court McGee,616
0,1912,Kenny Robertson,Brock Jardine,616
1,1907,Lavar Johnson,Brendan Schaub,616
1,1916,Liz Carmouche,Ronda Rousey,616
0,1913,Lyoto Machida,Dan Henderson,616
1,1909,Matt Grice,Dennis Bermudez,616
0,1914,Michael Chiesa,Anton Kuivanen,616
0,1915,Nah-Shon Burrell,Yuri Villefort,616
1,1910,Neil Magny,Jon Manley,616
1,1911,Robbie Lawler,Josh Koscheck,616
0,1916,Ronda Rousey,Liz Carmouche,616
0,1917,Sam Stout,Caros Fodor,616
0,1918,Urijah Faber,Ivan Menjivar,616
1,1915,Yuri Villefort,Nah-Shon Burrell,616
1,1923,Brad Tavares,Riki Fukuda,617
1,1927,Brian Stann,Wanderlei Silva,617
1,1926,Bryan Caraway,Takeya Mizugaki,617
0,1919,Cristiano Marcello,Kazuki Tokudome,617
1,1925,Diego Sanchez,Takanori Gomi,617
0,1920,Dong Hyun Kim,Siyar Bahadurzada,617
1,1928,Hector Lombard,Yushin Okami,617
1,1921,Hyun Gyu Lim,Marcelo Guimaraes,617
1,1919,Kazuki Tokudome,Cristiano Marcello,617
0,1921,Marcelo Guimaraes,Hyun Gyu Lim,617
1,1924,Mark Hunt,Stefan Struve,617
0,1922,Mizuto Hirota,Rani Yahya,617
1,1922,Rani Yahya,Mizuto Hirota,617
0,1923,Riki Fukuda,Brad Tavares,617
1,1920,Siyar Bahadurzada,Dong Hyun Kim,617
0,1924,Stefan Struve,Mark Hunt,617
0,1925,Takanori Gomi,Diego Sanchez,617
0,1926,Takeya Mizugaki,Bryan Caraway,617
0,1927,Wanderlei Silva,Brian Stann,617
0,1928,Yushin Okami,Hector Lombard,617
0,1929,Antonio Carvalho,Darren Elkins,619
1,1938,Bobby Voelker,Patrick Cote,619
0,1930,Carlos Condit,Johny Hendricks,619
1,1937,Chris Camozzi,Nick Ring,619
1,1936,Colin Fletcher,Mike Ricci,619
0,1931,Dan Miller,Jordan Mein,619
1,1935,Daron Cruickshank,John Makdessi,619
1,1929,Darren Elkins,Antonio Carvalho,619
0,1932,George Roop,Reuben Duran,619
0,1933,Georges St-Pierre,Nick Diaz,619
1,1940,Issei Tamura,TJ Dillashaw,619
0,1934,Jake Ellenberger,Nate Marquardt,619
0,1935,John Makdessi,Daron Cruickshank,619
1,1930,Johny Hendricks,Carlos Condit,619
1,1931,Jordan Mein,Dan Miller,619
0,1936,Mike Ricci,Colin Fletcher,619
1,1934,Nate Marquardt,Jake Ellenberger,619
1,1933,Nick Diaz,Georges St-Pierre,619
0,1937,Nick Ring,Chris Camozzi,619
0,1938,Patrick Cote,Bobby Voelker,619
1,1939,Quinn Mulhern,Rick Story,619
1,1932,Reuben Duran,George Roop,619
0,1939,Rick Story,Quinn Mulhern,619
0,1940,TJ Dillashaw,Issei Tamura,619
1,1953,Adam Cella,Tor Troeng,622
1,1944,Adlan Amagov,Chris Spang,622
0,1941,Akira Corassani,Robert Peralta,622
0,1942,Ben Alloway,Ryan LaFlare,622
1,1950,Besam Yousef,Papy Abedi,622
0,1943,Brad Pickett,Mike Easton,622
0,1944,Chris Spang,Adlan Amagov,622
1,1947,Conor McGregor,Marcus Brimage,622
0,1945,Diego Brandao,Pablo Garza,622
0,1946,Gegard Mousasi,Ilir Latifi,622
1,1946,Ilir Latifi,Gegard Mousasi,622
0,1947,Marcus Brimage,Conor McGregor,622
0,1948,Matt Mitrione,Philip De Fries,622
1,1951,Michael Johnson,Reza Madadi,622
0,1949,Michael Kuiper,Tom Lawlor,622
1,1943,Mike Easton,Brad Pickett,622
1,1945,Pablo Garza,Diego Brandao,622
0,1950,Papy Abedi,Besam Yousef,622
1,1948,Philip De Fries,Matt Mitrione,622
0,1951,Reza Madadi,Michael Johnson,622
1,1941,Robert Peralta,Akira Corassani,622
1,1952,Ross Pearson,Ryan Couture,622
0,1952,Ryan Couture,Ross Pearson,622
1,1942,Ryan LaFlare,Ben Alloway,622
1,1949,Tom Lawlor,Michael Kuiper,622
0,1953,Tor Troeng,Adam Cella,622
1,1955,Bart Palaszewski,Cole Miller,623
0,1954,Bristol Marunde,Clint Hester,623
1,1960,Cat Zingano,Miesha Tate,623
1,1954,Clint Hester,Bristol Marunde,623
0,1955,Cole Miller,Bart Palaszewski,623
1,1959,Collin Hart,Luke Barnatt,623
1,1958,Daniel Pineda,Justin Lawrence,623
0,1956,Dylan Andrews,Jimmy Quinlan,623
1,1963,Gabriel Gonzaga,Travis Browne,623
1,1961,Gilbert Smith,Robert McDaniel,623
1,1956,Jimmy Quinlan,Dylan Andrews,623
0,1957,Josh Samman,Kevin Casey,623
0,1958,Justin Lawrence,Daniel Pineda,623
1,1964,Kelvin Gastelum,Uriah Hall,623
1,1957,Kevin Casey,Josh Samman,623
0,1959,Luke Barnatt,Collin Hart,623
1,1962,Maximo Blanco,Sam Sicilia,623
0,1960,Miesha Tate,Cat Zingano,623
0,1961,Robert McDaniel,Gilbert Smith,623
0,1962,Sam Sicilia,Maximo Blanco,623
1,1965,Scott Jorgensen,Urijah Faber,623
0,1963,Travis Browne,Gabriel Gonzaga,623
0,1964,Uriah Hall,Kelvin Gastelum,623
0,1965,Urijah Faber,Scott Jorgensen,623
0,1966,Anthony Njokuani,Roger Bowling,624
0,1967,Benson Henderson,Gilbert Melendez,624
0,1968,Chad Mendes,Darren Elkins,624
0,1969,Clifford Starks,Yoel Romero,624
1,1971,Daniel Cormier,Frank Mir,624
1,1968,Darren Elkins,Chad Mendes,624
1,1972,Darren Uyenoyama,Joseph Benavidez,624
0,1970,Francis Carmont,Lorenz Larkin,624
0,1971,Frank Mir,Daniel Cormier,624
1,1967,Gilbert Melendez,Benson Henderson,624
1,1976,Hugo Viana,TJ Dillashaw,624
1,1973,Jordan Mein,Matt Brown,624
1,1977,Jorge Masvidal,Tim Means,624
0,1972,Joseph Benavidez,Darren Uyenoyama,624
1,1974,Josh Thomson,Nate Diaz,624
1,1970,Lorenz Larkin,Francis Carmont,624
0,1973,Matt Brown,Jordan Mein,624
1,1975,Myles Jury,Ramsey Nijem,624
0,1974,Nate Diaz,Josh Thomson,624
0,1975,Ramsey Nijem,Myles Jury,624
1,1966,Roger Bowling,Anthony Njokuani,624
0,1976,TJ Dillashaw,Hugo Viana,624
0,1977,Tim Means,Jorge Masvidal,624
1,1969,Yoel Romero,Clifford Starks,624
1,1982,Alan Belcher,Michael Bisping,625
0,1978,Bryan Caraway,Johnny Bedford,625
1,1980,Chael Sonnen,Jon Jones,625
1,1984,Cheick Kongo,Roy Nelson,625
1,1981,Cody McKenzie,Leonard Garcia,625
0,1979,Gian Villante,Ovince Saint Preux,625
1,1978,Johnny Bedford,Bryan Caraway,625
0,1980,Jon Jones,Chael Sonnen,625
1,1987,Kurt Holobaugh,Steven Siler,625
0,1981,Leonard Garcia,Cody McKenzie,625
0,1982,Michael Bisping,Alan Belcher,625
1,1979,Ovince Saint Preux,Gian Villante,625
0,1983,Phil Davis,Vinny Magalhaes,625
0,1984,Roy Nelson,Cheick Kongo,625
0,1985,Rustam Khabilov,Yancy Medeiros,625
0,1986,Sara McMann,Sheila Gaff,625
1,1986,Sheila Gaff,Sara McMann,625
0,1987,Steven Siler,Kurt Holobaugh,625
1,1983,Vinny Magalhaes,Phil Davis,625
1,1985,Yancy Medeiros,Rustam Khabilov,625
1,1994,Azamat Gashimov,John Lineker,628
1,1993,Chris Camozzi,Jacare Souza,628
1,1995,Chris Cariaso,Jussier Formiga,628
1,1998,Evan Dunham,Rafael Dos Anjos,628
0,1988,Fabio Maldonado,Roger Hollett,628
0,1989,Francisco Trinaldo,Mike Rio,628
0,1990,Gleison Tibau,John Cholish,628
0,1991,Hacran Dias,Nik Lentz,628
1,1992,Iliarde Santos,Iuri Alcantara,628
0,1992,Iuri Alcantara,Iliarde Santos,628
0,1993,Jacare Souza,Chris Camozzi,628
1,1996,Jeremy Larsen,Lucas Martins,628
1,1999,Joao Zeferino,Rafael Natal,628
1,1990,John Cholish,Gleison Tibau,628
0,1994,John Lineker,Azamat Gashimov,628
0,1995,Jussier Formiga,Chris Cariaso,628
0,1996,Lucas Martins,Jeremy Larsen,628
1,2000,Luke Rockhold,Vitor Belfort,628
1,1997,Michel Prazeres,Paulo Thiago,628
1,1989,Mike Rio,Francisco Trinaldo,628
1,1991,Nik Lentz,Hacran Dias,628
0,1997,Paulo Thiago,Michel Prazeres,628
0,1998,Rafael Dos Anjos,Evan Dunham,628
0,1999,Rafael Natal,Joao Zeferino,628
1,1988,Roger Hollett,Fabio Maldonado,628
0,2000,Vitor Belfort,Luke Rockhold,628
1,2010,Abel Trujillo,Khabib Nurmagomedov,629
1,2002,Antonio Silva,Cain Velasquez,629
0,2001,Brian Bowles,George Roop,629
0,2002,Cain Velasquez,Antonio Silva,629
0,2003,Colton Smith,Robert Whittaker,629
0,2004,Dennis Bermudez,Max Holloway,629
0,2005,Donald Cerrone,KJ Noons,629
1,2008,Estevan Payan,Jeremy Stephens,629
1,2001,George Roop,Brian Bowles,629
0,2006,Glover Teixeira,James Te Huna,629
0,2007,Gray Maynard,TJ Grant,629
1,2006,James Te Huna,Glover Teixeira,629
0,2008,Jeremy Stephens,Estevan Payan,629
0,2009,Junior Dos Santos,Mark Hunt,629
1,2005,KJ Noons,Donald Cerrone,629
0,2010,Khabib Nurmagomedov,Abel Trujillo,629
1,2009,Mark Hunt,Junior Dos Santos,629
1,2004,Max Holloway,Dennis Bermudez,629
0,2011,Mike Pyle,Rick Story,629
1,2012,Nah-Shon Burrell,Stephen Thompson,629
1,2011,Rick Story,Mike Pyle,629
1,2003,Robert Whittaker,Colton Smith,629
0,2012,Stephen Thompson,Nah-Shon Burrell,629
1,2007,TJ Grant,Gray Maynard,629
1,2013,Anthony Smith,Antonio Braga Neto,631
0,2013,Antonio Braga Neto,Anthony Smith,631
0,2014,Antonio Rodrigo Nogueira,Fabricio Werdum,631
0,2015,Caio Magalhaes,Karlos Vemola,631
0,2016,Daniel Sarafian,Eddie Mendez,631
1,2016,Eddie Mendez,Daniel Sarafian,631
0,2017,Erick Silva,Jason High,631
1,2014,Fabricio Werdum,Antonio Rodrigo Nogueira,631
1,2018,Felipe Arantes,Godofredo Pepey,631
0,2018,Godofredo Pepey,Felipe Arantes,631
0,2019,Ildemar Alcantara,Leandro Silva,631
1,2017,Jason High,Erick Silva,631
1,2015,Karlos Vemola,Caio Magalhaes,631
1,2019,Leandro Silva,Ildemar Alcantara,631
1,2024,Leonardo Santos,William Macario,631
1,2022,Mike Wilkinson,Rony Jason,631
1,2021,Mizuto Hirota,Rodrigo Damm,631
1,2023,Rafael Cavalcante,Thiago Silva,631
0,2020,Raphael Assuncao,Vaughan Lee,631
0,2021,Rodrigo Damm,Mizuto Hirota,631
0,2022,Rony Jason,Mike Wilkinson,631
0,2023,Thiago Silva,Rafael Cavalcante,631
1,2020,Vaughan Lee,Raphael Assuncao,631
0,2024,William Macario,Leonardo Santos,631
0,2025,Alexis Davis,Rosi Sexton,632
1,2029,Dan Henderson,Rashad Evans,632
1,2035,Dustin Pague,Yves Jabouin,632
1,2030,Edwin Figueroa,Roland Delorme,632
1,2032,Igor Pokrajac,Ryan Jimmo,632
0,2026,Jake Shields,Tyron Woodley,632
1,2033,James Krause,Sam Stout,632
1,2027,John Maguire,Mitch Clarke,632
1,2034,Kenny Robertson,Sean Pierson,632
0,2027,Mitch Clarke,John Maguire,632
0,2028,Pat Barry,Shawn Jordan,632
0,2029,Rashad Evans,Dan Henderson,632
0,2030,Roland Delorme,Edwin Figueroa,632
1,2025,Rosi Sexton,Alexis Davis,632
0,2031,Roy Nelson,Stipe Miocic,632
0,2032,Ryan Jimmo,Igor Pokrajac,632
0,2033,Sam Stout,James Krause,632
0,2034,Sean Pierson,Kenny Robertson,632
1,2028,Shawn Jordan,Pat Barry,632
1,2031,Stipe Miocic,Roy Nelson,632
1,2026,Tyron Woodley,Jake Shields,632
0,2035,Yves Jabouin,Dustin Pague,632
0,2036,Anderson Silva,Chris Weidman,635
1,2037,Andrew Craig,Chris Leben,635
1,2045,Brian Melancon,Seth Baczynski,635
1,2040,Charles Oliveira,Frankie Edgar,635
0,2037,Chris Leben,Andrew Craig,635
1,2036,Chris Weidman,Anderson Silva,635
0,2038,Cub Swanson,Dennis Siver,635
1,2041,Dave Herman,Gabriel Gonzaga,635
1,2043,David Mitchell,Mike Pierce,635
1,2038,Dennis Siver,Cub Swanson,635
0,2039,Edson Barboza,Rafaello Oliveira,635
0,2040,Frankie Edgar,Charles Oliveira,635
0,2041,Gabriel Gonzaga,Dave Herman,635
1,2044,Kazuki Tokudome,Norman Parke,635
0,2042,Mark Munoz,Tim Boetsch,635
0,2043,Mike Pierce,David Mitchell,635
0,2044,Norman Parke,Kazuki Tokudome,635
1,2039,Rafaello Oliveira,Edson Barboza,635
1,2046,Roger Gracie,Tim Kennedy,635
0,2045,Seth Baczynski,Brian Melancon,635
1,2042,Tim Boetsch,Mark Munoz,635
0,2046,Tim Kennedy,Roger Gracie,635
0,2047,Aaron Riley,Justin Salas,638
1,2056,Bobby Voelker,Robbie Lawler,638
0,2048,Danny Castillo,Tim Means,638
1,2058,Daron Cruickshank,Yves Edwards,638
0,2049,Demetrious Johnson,John Moraga,638
0,2050,Ed Herman,Trevor Smith,638
1,2052,Germaine de Randamie,Julie Kedzie,638
1,2057,Jake Ellenberger,Rory MacDonald,638
1,2053,Jessica Andrade,Liz Carmouche,638
0,2051,John Albert,Yaotzin Meza,638
1,2049,John Moraga,Demetrious Johnson,638
1,2055,Jorge Masvidal,Michael Chiesa,638
0,2052,Julie Kedzie,Germaine de Randamie,638
1,2047,Justin Salas,Aaron Riley,638
0,2053,Liz Carmouche,Jessica Andrade,638
0,2054,Mac Danzig,Melvin Guillard,638
1,2054,Melvin Guillard,Mac Danzig,638
0,2055,Michael Chiesa,Jorge Masvidal,638
0,2056,Robbie Lawler,Bobby Voelker,638
0,2057,Rory MacDonald,Jake Ellenberger,638
1,2048,Tim Means,Danny Castillo,638
1,2050,Trevor Smith,Ed Herman,638
1,2051,Yaotzin Meza,John Albert,638
0,2058,Yves Edwards,Daron Cruickshank,638
0,2059,Amanda Nunes,Sheila Gaff,639
1,2069,Anthony Perosh,Vinny Magalhaes,639
1,2070,Bristol Marunde,Viscardi Andrade,639
0,2060,Cezar Ferreira,Thiago Santos,639
1,2064,Chan Sung Jung,Jose Aldo,639
0,2061,Ednaldo Oliveira,Francimar Barroso,639
1,2061,Francimar Barroso,Ednaldo Oliveira,639
0,2062,Ian McCall,Iliarde Santos,639
1,2062,Iliarde Santos,Ian McCall,639
0,2063,John Lineker,Jose Maria,639
0,2064,Jose Aldo,Chan Sung Jung,639
1,2063,Jose Maria,John Lineker,639
1,2066,Josh Clopton,Rani Yahya,639
0,2065,Lyoto Machida,Phil Davis,639
1,2067,Neil Magny,Sergio Moraes,639
1,2065,Phil Davis,Lyoto Machida,639
0,2066,Rani Yahya,Josh Clopton,639
0,2067,Sergio Moraes,Neil Magny,639
1,2059,Sheila Gaff,Amanda Nunes,639
0,2068,Thales Leites,Tom Watson,639
1,2060,Thiago Santos,Cezar Ferreira,639
1,2068,Tom Watson,Thales Leites,639
0,2069,Vinny Magalhaes,Anthony Perosh,639
0,2070,Viscardi Andrade,Bristol Marunde,639
0,2071,Alistair Overeem,Travis Browne,641
0,2072,Brad Pickett,Michael McDonald,641
1,2079,Chael Sonnen,Mauricio Rua,641
0,2073,Cody Donovan,Ovince Saint Preux,641
1,2077,Cole Miller,Manvel Gamburyan,641
0,2074,Conor McGregor,Max Holloway,641
1,2075,Daniel Pineda,Diego Brandao,641
0,2075,Diego Brandao,Daniel Pineda,641
1,2083,Iuri Alcantara,Urijah Faber,641
1,2081,James Vick,Ramsey Nijem,641
0,2076,Joe Lauzon,Michael Johnson,641
1,2082,John Howard,Uriah Hall,641
0,2077,Manvel Gamburyan,Cole Miller,641
0,2078,Matt Brown,Mike Pyle,641
0,2079,Mauricio Rua,Chael Sonnen,641
1,2074,Max Holloway,Conor McGregor,641
1,2076,Michael Johnson,Joe Lauzon,641
1,2072,Michael McDonald,Brad Pickett,641
0,2080,Mike Brown,Steven Siler,641
1,2078,Mike Pyle,Matt Brown,641
1,2073,Ovince Saint Preux,Cody Donovan,641
0,2081,Ramsey Nijem,James Vick,641
1,2080,Steven Siler,Mike Brown,641
1,2071,Travis Browne,Alistair Overeem,641
0,2082,Uriah Hall,John Howard,641
0,2083,Urijah Faber,Iuri Alcantara,641
1,2094,Ben Alloway,Zak Cummings,642
0,2084,Brad Tavares,Robert McDaniel,642
1,2091,Brandon Thatch,Justin Edwards,642
1,2092,Brian Melancon,Kelvin Gastelum,642
0,2085,Carlos Condit,Martin Kampmann,642
0,2086,Court McGee,Robert Whittaker,642
0,2087,Darren Elkins,Hatsu Hioki,642
0,2088,Donald Cerrone,Rafael Dos Anjos,642
0,2089,Dylan Andrews,Papy Abedi,642
1,2093,Erik Perez,Takeya Mizugaki,642
1,2087,Hatsu Hioki,Darren Elkins,642
0,2090,James Head,Jason High,642
1,2090,Jason High,James Head,642
0,2091,Justin Edwards,Brandon Thatch,642
0,2092,Kelvin Gastelum,Brian Melancon,642
1,2085,Martin Kampmann,Carlos Condit,642
1,2089,Papy Abedi,Dylan Andrews,642
1,2088,Rafael Dos Anjos,Donald Cerrone,642
1,2084,Robert McDaniel,Brad Tavares,642
1,2086,Robert Whittaker,Court McGee,642
0,2093,Takeya Mizugaki,Erik Perez,642
0,2094,Zak Cummings,Ben Alloway,642
1,2114,Al Iaquinta,Ryan Couture,643
1,2111,Ali Bagautinov,Marcos Vinicius,643
1,2096,Anthony Pettis,Benson Henderson,643
0,2095,Ben Rothwell,Brandon Vera,643
0,2096,Benson Henderson,Anthony Pettis,643
1,2095,Brandon Vera,Ben Rothwell,643
0,2097,Chad Mendes,Clay Guida,643
0,2098,Chico Camus,Kyung Ho Kang,643
1,2097,Clay Guida,Chad Mendes,643
1,2099,Dustin Poirier,Erik Koch,643
1,2100,Edimilson Souza,Felipe Arantes,643
1,2106,Elias Silverio,Joao Zeferino,643
0,2099,Erik Koch,Dustin Poirier,643
0,2100,Felipe Arantes,Edimilson Souza,643
0,2101,Francisco Trinaldo,Piotr Hallmann,643
0,2102,Frank Mir,Josh Barnett,643
1,2104,Gleison Tibau,Jamie Varner,643
0,2103,Glover Teixeira,Ryan Bader,643
1,2112,Hyun Gyu Lim,Pascal Krauss,643
1,2108,Ivan Jorge,Keith Wisniewski,643
1,2117,Jacare Souza,Yushin Okami,643
0,2104,Jamie Varner,Gleison Tibau,643
0,2105,Jared Hamman,Magnus Cedenblad,643
0,2106,Joao Zeferino,Elias Silverio,643
0,2107,Joseph Benavidez,Jussier Formiga,643
1,2102,Josh Barnett,Frank Mir,643
1,2107,Jussier Formiga,Joseph Benavidez,643
0,2108,Keith Wisniewski,Ivan Jorge,643
1,2098,Kyung Ho Kang,Chico Camus,643
0,2109,Louis Gaudinot,Tim Elliott,643
0,2110,Lucas Martins,Ramiro Hernandez,643
1,2105,Magnus Cedenblad,Jared Hamman,643
0,2111,Marcos Vinicius,Ali Bagautinov,643
1,2115,Nikita Krylov,Soa Palelei,643
0,2112,Pascal Krauss,Hyun Gyu Lim,643
1,2101,Piotr Hallmann,Francisco Trinaldo,643
0,2113,Rafael Natal,Tor Troeng,643
1,2110,Ramiro Hernandez,Lucas Martins,643
1,2103,Ryan Bader,Glover Teixeira,643
0,2114,Ryan Couture,Al Iaquinta,643
1,2116,Sean Spencer,Yuri Villefort,643
0,2115,Soa Palelei,Nikita Krylov,643
1,2109,Tim Elliott,Louis Gaudinot,643
1,2113,Tor Troeng,Rafael Natal,643
0,2116,Yuri Villefort,Sean Spencer,643
0,2117,Yushin Okami,Jacare Souza,643
1,2130,Alex Caceres,Roland Delorme,646
1,2123,Alexander Gustafsson,Jon Jones,646
0,2118,Brendan Schaub,Matt Mitrione,646
0,2119,Chris Clements,Stephen Thompson,646
0,2120,Constantinos Philippou,Francis Carmont,646
1,2127,Daniel Omielanczuk,Nandor Guelmino,646
1,2126,Dustin Kimura,Mitch Gagnon,646
1,2129,Eddie Wineland,Renan Barao,646
1,2120,Francis Carmont,Constantinos Philippou,646
0,2121,Ivan Menjivar,Wilson Reis,646
1,2124,Jesse Ronson,Michel Prazeres,646
0,2122,John Makdessi,Renee Forte,646
0,2123,Jon Jones,Alexander Gustafsson,646
1,2128,Khabib Nurmagomedov,Pat Healy,646
1,2118,Matt Mitrione,Brendan Schaub,646
0,2124,Michel Prazeres,Jesse Ronson,646
0,2125,Mike Ricci,Myles Jury,646
0,2126,Mitch Gagnon,Dustin Kimura,646
1,2125,Myles Jury,Mike Ricci,646
0,2127,Nandor Guelmino,Daniel Omielanczuk,646
0,2128,Pat Healy,Khabib Nurmagomedov,646
0,2129,Renan Barao,Eddie Wineland,646
1,2122,Renee Forte,John Makdessi,646
0,2130,Roland Delorme,Alex Caceres,646
1,2119,Stephen Thompson,Chris Clements,646
1,2121,Wilson Reis,Ivan Menjivar,646
0,2131,Alan Patrick,Garett Whiteley,648
1,2136,Chris Cariaso,Iliarde Santos,648
1,2140,David Mitchell,Yan Cabral,648
0,2132,Demian Maia,Jake Shields,648
1,2133,Dong Hyun Kim,Erick Silva,648
0,2133,Erick Silva,Dong Hyun Kim,648
0,2134,Fabio Maldonado,Joey Beltran,648
1,2131,Garett Whiteley,Alan Patrick,648
1,2135,Igor Araujo,Ildemar Alcantara,648
0,2135,Ildemar Alcantara,Igor Araujo,648
0,2136,Iliarde Santos,Chris Cariaso,648
1,2132,Jake Shields,Demian Maia,648
1,2134,Joey Beltran,Fabio Maldonado,648
1,2139,Matt Hamill,Thiago Silva,648
